event_id,origin_time,latitude,longitude,depth_km,magnitude,mag_type,p_pick_time,s_pick_time,catalog_source
quakeml:eu.emsc/event/20230214_0000116,2023-02-14T11:45:05.200000Z,38.08,38.44,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000115,2023-02-14T11:40:15.500000Z,37.92,37.83,7.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000113,2023-02-14T11:36:38.100000Z,38.14,36.6,4.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000108,2023-02-14T11:07:47.500000Z,37.92,36.41,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000110,2023-02-14T11:06:30.700000Z,38.04,37.06,2.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000106,2023-02-14T11:04:16.600000Z,38.03,36.78,2.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000101,2023-02-14T10:38:17.900000Z,38.08,38.25,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000099,2023-02-14T10:30:37.900000Z,38.26,38.14,3.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000094,2023-02-14T10:11:59.300000Z,38.08,36.56,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000093,2023-02-14T10:08:30.300000Z,38.27,38.15,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000087,2023-02-14T09:10:43.000000Z,37.54,37.33,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000085,2023-02-14T08:55:23.100000Z,38.15,36.91,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000084,2023-02-14T08:44:20.100000Z,38.14,36.87,2.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000083,2023-02-14T08:41:55.900000Z,36.96,37.02,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000078,2023-02-14T08:19:24.400000Z,38.2,37.33,10.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000076,2023-02-14T08:00:33.200000Z,37.92,37.75,6.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000074,2023-02-14T07:57:46.300000Z,37.9,36.69,10.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000073,2023-02-14T07:48:14.500000Z,38.07,37.71,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000072,2023-02-14T07:41:37.800000Z,37.9,36.36,11.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000067,2023-02-14T06:50:12.700000Z,38.28,38.17,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000066,2023-02-14T06:49:06.800000Z,38.24,38.25,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000065,2023-02-14T06:41:31.800000Z,37.94,36.22,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000064,2023-02-14T06:39:43.400000Z,37.48,37.12,13.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000063,2023-02-14T06:09:06.700000Z,37.28,36.8,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000058,2023-02-14T05:55:20.100000Z,38.07,38.37,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000053,2023-02-14T04:58:42.800000Z,38.07,37.42,9.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000047,2023-02-14T04:12:07.900000Z,38.12,37.78,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000046,2023-02-14T03:59:20.500000Z,37.83,37.88,7.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000043,2023-02-14T03:32:05.500000Z,38.03,37.44,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000042,2023-02-14T03:17:38.400000Z,38.3,38.32,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000041,2023-02-14T03:05:15.800000Z,38.07,36.63,1.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000039,2023-02-14T02:49:23.100000Z,38.21,37.99,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000037,2023-02-14T02:43:34.000000Z,38.27,38.2,6.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000036,2023-02-14T02:36:47.800000Z,37.19,36.68,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000035,2023-02-14T02:33:30.800000Z,38.13,38.03,1.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000031,2023-02-14T02:20:22.300000Z,38.07,38.28,7.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000028,2023-02-14T02:16:56.600000Z,38.18,36.74,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000025,2023-02-14T02:09:33.000000Z,38.01,37.85,2.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000021,2023-02-14T01:51:32.600000Z,37.52,37.25,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000018,2023-02-14T01:41:13.400000Z,38.09,37.22,2.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000013,2023-02-14T01:17:04.200000Z,37.79,37.67,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000024,2023-02-14T01:06:47.400000Z,38.11,37.81,2.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000012,2023-02-14T01:00:24.700000Z,36.74,36.45,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000023,2023-02-14T00:54:58.800000Z,38.08,37.89,7.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000011,2023-02-14T00:50:57.600000Z,37.97,36.61,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000009,2023-02-14T00:42:17.800000Z,37.82,37.79,10.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000007,2023-02-14T00:20:18.700000Z,38.09,36.5,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000052,2023-02-14T00:10:33.400000Z,36.62,36.36,9.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230214_0000002,2023-02-14T00:08:30.800000Z,38.04,36.54,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000339,2023-02-13T23:49:38.600000Z,37.75,36.5,10.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000335,2023-02-13T23:14:41.500000Z,38.06,37.88,2.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000332,2023-02-13T22:59:27.600000Z,37.01,36.97,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000329,2023-02-13T22:56:49.400000Z,37.94,37.7,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000324,2023-02-13T22:10:07.600000Z,38.09,36.67,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000323,2023-02-13T22:06:15.100000Z,38.08,38.21,1.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000322,2023-02-13T21:58:22.800000Z,37.44,36.95,3.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000321,2023-02-13T21:53:46.800000Z,38.11,38.39,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000319,2023-02-13T21:32:10.100000Z,38.06,37.0,2.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000317,2023-02-13T21:21:11.100000Z,38.12,37.02,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000313,2023-02-13T21:11:21.600000Z,38.02,37.61,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000314,2023-02-13T21:10:19.200000Z,38.1,38.3,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000312,2023-02-13T21:08:33.900000Z,37.75,37.63,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000309,2023-02-13T20:46:51.800000Z,38.07,37.51,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000307,2023-02-13T20:21:43.200000Z,38.06,36.58,3.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000303,2023-02-13T20:14:01.300000Z,38.29,38.24,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000299,2023-02-13T20:09:38.000000Z,38.06,36.63,6.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000305,2023-02-13T20:07:30.100000Z,38.05,36.43,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000297,2023-02-13T20:06:28.900000Z,37.57,37.26,8.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000295,2023-02-13T19:57:16.000000Z,37.58,37.29,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000294,2023-02-13T19:52:12.800000Z,38.08,38.26,9.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000291,2023-02-13T19:25:03.700000Z,38.04,36.45,3.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000293,2023-02-13T19:22:53.700000Z,37.97,36.5,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000290,2023-02-13T19:20:27.400000Z,38.0,36.42,10.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000289,2023-02-13T19:08:24.100000Z,37.85,36.29,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000286,2023-02-13T19:02:07.700000Z,37.31,36.83,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000283,2023-02-13T18:49:02.700000Z,37.8,36.68,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000279,2023-02-13T18:28:40.300000Z,37.98,36.56,4.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000274,2023-02-13T18:07:43.000000Z,38.09,37.81,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000273,2023-02-13T18:06:07.100000Z,38.05,36.54,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000272,2023-02-13T18:02:02.500000Z,37.83,36.65,8.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000270,2023-02-13T17:53:41.500000Z,38.29,38.15,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000264,2023-02-13T17:21:05.200000Z,38.39,37.93,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000263,2023-02-13T17:18:59.600000Z,37.99,37.93,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000262,2023-02-13T17:13:31.900000Z,38.06,36.57,1.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000268,2023-02-13T16:54:24.700000Z,36.68,36.49,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000258,2023-02-13T16:41:48.300000Z,37.19,37.0,2.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000254,2023-02-13T16:25:37.800000Z,38.03,36.6,14.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000255,2023-02-13T16:21:40.400000Z,37.88,36.37,6.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000251,2023-02-13T16:17:44.100000Z,37.97,36.35,2.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000245,2023-02-13T15:48:39.000000Z,38.04,36.6,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000239,2023-02-13T15:38:20.300000Z,38.16,37.86,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000244,2023-02-13T15:36:17.400000Z,37.02,36.51,11.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000231,2023-02-13T15:30:50.200000Z,37.86,36.28,1.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000229,2023-02-13T15:20:13.200000Z,37.87,36.37,4.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000228,2023-02-13T15:18:09.700000Z,36.85,36.5,12.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000226,2023-02-13T15:15:05.900000Z,37.84,36.29,5.0,4.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000232,2023-02-13T15:11:44.700000Z,37.87,36.33,17.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000221,2023-02-13T14:59:53.900000Z,37.9,36.33,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000216,2023-02-13T14:45:45.500000Z,37.82,37.85,6.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000214,2023-02-13T14:31:52.700000Z,37.19,36.93,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000198,2023-02-13T14:08:03.500000Z,38.02,37.35,6.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000197,2023-02-13T14:00:14.900000Z,38.04,37.3,8.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000220,2023-02-13T13:58:43.900000Z,38.06,37.42,8.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000217,2023-02-13T13:49:05.400000Z,37.84,36.73,12.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000189,2023-02-13T13:10:28.300000Z,37.0,36.53,16.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000188,2023-02-13T13:08:01.100000Z,37.97,36.4,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000185,2023-02-13T12:57:20.300000Z,38.32,37.74,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000183,2023-02-13T12:40:09.400000Z,37.99,36.37,10.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000179,2023-02-13T12:21:28.400000Z,37.27,36.83,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000181,2023-02-13T12:20:20.300000Z,38.19,37.88,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000178,2023-02-13T12:15:30.900000Z,38.13,36.66,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000176,2023-02-13T11:59:19.300000Z,37.0,36.67,10.0,4.6,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000175,2023-02-13T11:57:29.300000Z,38.14,37.53,9.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000173,2023-02-13T11:52:30.400000Z,37.89,36.27,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000170,2023-02-13T11:22:23.400000Z,38.11,38.5,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000169,2023-02-13T11:20:21.600000Z,38.09,38.3,2.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000165,2023-02-13T11:10:00.600000Z,38.07,37.8,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000163,2023-02-13T11:00:25.800000Z,37.0,36.54,15.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000161,2023-02-13T10:51:19.500000Z,37.94,37.94,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000159,2023-02-13T10:47:29.300000Z,37.58,37.25,3.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000157,2023-02-13T10:41:07.400000Z,37.47,37.16,8.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000151,2023-02-13T10:10:25.000000Z,38.08,36.77,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000149,2023-02-13T09:59:40.800000Z,38.05,36.79,2.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000146,2023-02-13T09:43:40.300000Z,38.0,36.64,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000144,2023-02-13T09:39:07.700000Z,37.4,36.94,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000145,2023-02-13T09:38:02.800000Z,38.07,37.69,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000142,2023-02-13T09:23:04.500000Z,38.02,37.4,6.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000141,2023-02-13T09:16:37.900000Z,37.42,36.94,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000139,2023-02-13T09:10:42.300000Z,37.43,36.97,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000135,2023-02-13T08:52:25.900000Z,36.59,36.33,8.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000136,2023-02-13T08:49:24.100000Z,38.08,37.34,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000134,2023-02-13T08:39:16.600000Z,38.06,38.2,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000132,2023-02-13T08:37:11.100000Z,38.03,37.58,2.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000129,2023-02-13T08:20:17.500000Z,38.02,36.48,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000126,2023-02-13T08:09:30.600000Z,38.02,36.46,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000124,2023-02-13T08:06:55.500000Z,38.09,37.51,17.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000125,2023-02-13T08:03:53.300000Z,38.06,36.53,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000122,2023-02-13T08:01:29.000000Z,38.1,37.48,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000120,2023-02-13T07:58:26.500000Z,38.03,36.5,2.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000117,2023-02-13T07:52:38.000000Z,37.87,36.7,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000114,2023-02-13T07:34:13.500000Z,38.06,37.37,8.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000113,2023-02-13T07:32:29.600000Z,38.12,37.83,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000111,2023-02-13T07:24:15.000000Z,37.32,37.08,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000110,2023-02-13T07:18:53.400000Z,37.51,37.11,8.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000107,2023-02-13T07:15:41.100000Z,37.44,37.79,23.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000104,2023-02-13T07:08:42.900000Z,37.79,37.73,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000098,2023-02-13T06:46:17.600000Z,37.65,37.34,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000096,2023-02-13T06:41:52.800000Z,38.19,38.33,9.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000094,2023-02-13T06:34:32.600000Z,38.03,37.61,1.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000091,2023-02-13T06:28:28.200000Z,38.11,37.74,4.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000090,2023-02-13T06:21:32.300000Z,38.01,36.66,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000088,2023-02-13T06:16:53.200000Z,38.0,37.5,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000083,2023-02-13T05:56:06.700000Z,38.04,37.7,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000082,2023-02-13T05:53:37.100000Z,37.86,37.62,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000080,2023-02-13T05:41:52.400000Z,38.29,38.18,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000078,2023-02-13T05:33:17.800000Z,36.85,36.53,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000077,2023-02-13T05:31:52.000000Z,38.15,36.65,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000074,2023-02-13T05:14:10.400000Z,38.13,38.42,4.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000073,2023-02-13T05:11:46.000000Z,37.8,36.45,2.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000071,2023-02-13T04:59:19.400000Z,38.01,37.5,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000070,2023-02-13T04:57:10.700000Z,38.14,37.53,3.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000067,2023-02-13T04:51:22.400000Z,38.13,37.82,6.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000066,2023-02-13T04:49:22.800000Z,37.61,37.36,8.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000060,2023-02-13T04:33:00.100000Z,38.12,37.87,6.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000056,2023-02-13T04:18:58.000000Z,37.82,36.51,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000055,2023-02-13T04:13:32.600000Z,38.1,37.08,4.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000054,2023-02-13T04:10:40.000000Z,37.45,37.07,1.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000052,2023-02-13T04:07:10.200000Z,38.1,38.12,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000049,2023-02-13T04:00:16.800000Z,38.31,38.14,3.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000046,2023-02-13T03:35:04.000000Z,37.33,36.91,4.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000043,2023-02-13T03:28:08.200000Z,38.02,37.71,2.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000042,2023-02-13T03:24:22.000000Z,37.4,36.95,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000039,2023-02-13T03:12:29.200000Z,38.18,38.32,2.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000037,2023-02-13T02:55:36.600000Z,38.09,36.56,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000036,2023-02-13T02:53:02.900000Z,38.07,38.5,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000033,2023-02-13T02:40:30.500000Z,36.88,36.55,4.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000030,2023-02-13T02:18:26.100000Z,37.6,36.14,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000029,2023-02-13T02:11:42.600000Z,38.06,37.19,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000028,2023-02-13T01:56:13.100000Z,37.34,36.93,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000026,2023-02-13T01:47:32.400000Z,38.07,38.48,7.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000023,2023-02-13T01:38:44.000000Z,38.11,36.56,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000021,2023-02-13T01:26:56.200000Z,38.16,37.86,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000022,2023-02-13T01:25:02.800000Z,38.01,38.06,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000020,2023-02-13T01:21:02.800000Z,38.27,38.28,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000017,2023-02-13T01:12:45.700000Z,37.94,36.43,9.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000343,2023-02-13T01:07:27.600000Z,37.34,37.02,17.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000015,2023-02-13T00:54:27.500000Z,36.96,36.17,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000011,2023-02-13T00:32:10.700000Z,38.19,38.1,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000009,2023-02-13T00:26:57.100000Z,36.76,36.4,10.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000005,2023-02-13T00:20:51.100000Z,38.14,36.82,13.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000341,2023-02-13T00:14:19.000000Z,38.09,37.73,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000003,2023-02-13T00:11:26.700000Z,38.08,36.53,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230213_0000001,2023-02-13T00:05:14.700000Z,37.87,36.36,8.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230212_0000372,2023-02-12T23:56:04.200000Z,38.15,37.52,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230212_0000371,2023-02-12T23:46:56.500000Z,38.4,37.29,9.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230212_0000370,2023-02-12T23:45:27.100000Z,37.99,37.7,2.0,3.2,ml,,,EMSC_FDSN
