event_id,origin_time,latitude,longitude,depth_km,magnitude,mag_type,p_pick_time,s_pick_time,catalog_source
quakeml:eu.emsc/event/20230207_0000169,2023-02-07T09:16:33.200000Z,37.23,36.76,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000166,2023-02-07T08:57:25.800000Z,38.28,38.0,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000159,2023-02-07T08:37:30.600000Z,37.97,36.84,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000150,2023-02-07T08:25:50.300000Z,37.87,37.49,40.0,4.5,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000149,2023-02-07T08:20:28.000000Z,37.99,37.45,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000156,2023-02-07T08:16:00.400000Z,38.29,38.11,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000142,2023-02-07T07:54:28.800000Z,36.64,36.31,10.0,4.0,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000151,2023-02-07T07:51:19.800000Z,38.08,37.54,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000146,2023-02-07T07:49:29.100000Z,38.09,37.12,8.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000144,2023-02-07T07:47:53.200000Z,37.96,37.92,15.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000139,2023-02-07T07:37:28.300000Z,38.11,36.58,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000140,2023-02-07T07:35:46.100000Z,38.29,38.1,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000137,2023-02-07T07:31:40.400000Z,37.19,36.98,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000504,2023-02-07T07:28:32.800000Z,37.26,36.09,28.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000136,2023-02-07T07:26:41.000000Z,38.04,37.51,48.0,4.5,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000503,2023-02-07T07:18:42.100000Z,38.26,37.96,11.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000502,2023-02-07T07:16:54.500000Z,37.42,37.6,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000168,2023-02-07T07:14:06.500000Z,38.44,38.21,18.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000501,2023-02-07T07:07:26.100000Z,37.94,36.76,22.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000134,2023-02-07T07:03:35.600000Z,38.16,37.09,27.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000133,2023-02-07T07:02:56.800000Z,37.79,36.8,6.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000130,2023-02-07T06:58:19.000000Z,37.17,36.73,17.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000124,2023-02-07T06:48:53.300000Z,38.31,37.7,10.0,4.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000125,2023-02-07T06:46:55.500000Z,38.07,37.53,20.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000122,2023-02-07T06:40:55.100000Z,38.04,36.52,10.0,4.5,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000127,2023-02-07T06:39:10.200000Z,38.17,37.75,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000160,2023-02-07T06:22:53.000000Z,38.06,36.93,22.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000129,2023-02-07T06:20:22.600000Z,38.1,36.48,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000158,2023-02-07T06:17:37.500000Z,37.79,37.19,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000110,2023-02-07T06:11:46.900000Z,38.05,37.36,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000107,2023-02-07T05:55:30.000000Z,38.13,37.41,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000120,2023-02-07T05:52:01.900000Z,38.16,37.76,1.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000108,2023-02-07T05:48:39.400000Z,38.26,36.92,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000131,2023-02-07T05:42:27.900000Z,38.02,37.53,6.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000123,2023-02-07T05:36:42.800000Z,38.25,37.45,8.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000103,2023-02-07T05:33:01.400000Z,38.19,37.82,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000102,2023-02-07T05:31:58.700000Z,37.2,36.98,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000101,2023-02-07T05:30:30.200000Z,37.18,36.77,18.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000105,2023-02-07T05:22:44.000000Z,38.05,37.19,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000100,2023-02-07T05:08:32.100000Z,38.19,37.82,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000094,2023-02-07T04:50:26.800000Z,38.09,36.63,7.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000084,2023-02-07T04:42:07.300000Z,36.86,36.57,10.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000090,2023-02-07T04:37:31.000000Z,37.98,37.49,6.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000089,2023-02-07T04:34:29.400000Z,38.15,36.71,19.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000088,2023-02-07T04:26:32.500000Z,37.24,35.83,23.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000087,2023-02-07T04:24:15.700000Z,38.05,36.74,8.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000085,2023-02-07T04:21:11.300000Z,38.16,36.05,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000078,2023-02-07T04:16:40.500000Z,37.99,37.54,3.0,4.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000081,2023-02-07T04:15:02.800000Z,37.37,36.86,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000077,2023-02-07T04:13:14.500000Z,38.18,38.5,9.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000079,2023-02-07T04:12:36.300000Z,37.71,37.4,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000076,2023-02-07T04:07:58.100000Z,38.01,37.41,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000072,2023-02-07T04:02:15.200000Z,37.43,37.05,5.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000075,2023-02-07T03:58:55.800000Z,37.57,37.25,1.0,4.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000071,2023-02-07T03:49:14.700000Z,38.21,37.83,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000070,2023-02-07T03:46:51.300000Z,38.06,36.59,8.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000068,2023-02-07T03:42:12.900000Z,37.34,37.0,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000074,2023-02-07T03:30:02.000000Z,37.83,37.59,4.0,4.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000069,2023-02-07T03:26:29.800000Z,37.62,37.29,6.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000066,2023-02-07T03:25:23.100000Z,38.12,36.62,8.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000063,2023-02-07T03:13:13.900000Z,37.83,37.63,2.0,5.5,mw,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000060,2023-02-07T03:08:58.100000Z,37.96,37.6,5.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000064,2023-02-07T03:07:18.000000Z,38.13,37.7,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000059,2023-02-07T03:02:56.500000Z,37.29,37.08,10.0,4.3,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000058,2023-02-07T03:00:26.800000Z,38.29,38.12,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000056,2023-02-07T02:55:56.400000Z,38.19,37.93,6.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000055,2023-02-07T02:53:29.800000Z,38.07,36.63,3.0,4.2,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000053,2023-02-07T02:43:28.300000Z,38.08,36.94,5.0,4.3,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000050,2023-02-07T02:41:56.300000Z,37.19,36.7,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000047,2023-02-07T02:34:43.900000Z,37.84,36.59,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000044,2023-02-07T02:28:28.000000Z,37.96,37.62,10.0,4.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000045,2023-02-07T02:24:56.300000Z,38.1,37.26,4.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000484,2023-02-07T02:22:32.400000Z,38.05,36.26,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000486,2023-02-07T02:15:50.900000Z,38.28,38.04,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000041,2023-02-07T02:06:54.500000Z,37.99,37.44,6.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000040,2023-02-07T02:04:59.200000Z,38.04,36.51,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000037,2023-02-07T02:01:51.800000Z,38.1,37.96,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000034,2023-02-07T01:51:46.700000Z,37.41,37.13,7.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000036,2023-02-07T01:50:17.400000Z,38.1,37.75,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000035,2023-02-07T01:45:37.500000Z,38.04,37.47,7.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000033,2023-02-07T01:42:24.800000Z,38.23,37.55,31.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000032,2023-02-07T01:34:30.500000Z,37.42,37.12,16.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000028,2023-02-07T01:29:19.500000Z,38.1,36.78,5.0,4.1,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000030,2023-02-07T01:27:22.300000Z,38.13,37.74,7.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000031,2023-02-07T01:25:11.900000Z,37.33,37.12,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000027,2023-02-07T01:18:08.600000Z,38.04,36.53,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000026,2023-02-07T01:12:50.900000Z,38.06,36.94,2.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000025,2023-02-07T01:05:22.800000Z,36.69,36.45,9.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000022,2023-02-07T00:56:01.400000Z,38.17,38.34,8.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000019,2023-02-07T00:53:31.500000Z,38.18,37.87,8.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000018,2023-02-07T00:46:47.400000Z,37.88,37.89,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000506,2023-02-07T00:45:22.600000Z,37.74,37.76,21.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000015,2023-02-07T00:44:12.600000Z,38.08,37.97,28.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000016,2023-02-07T00:40:08.300000Z,38.12,36.61,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000014,2023-02-07T00:36:29.000000Z,38.29,37.16,7.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000507,2023-02-07T00:32:45.800000Z,37.99,36.51,14.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000013,2023-02-07T00:29:15.400000Z,37.45,37.05,6.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000011,2023-02-07T00:26:20.600000Z,38.15,36.7,3.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000010,2023-02-07T00:23:43.100000Z,38.1,36.81,5.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000008,2023-02-07T00:20:16.100000Z,37.86,36.61,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000007,2023-02-07T00:15:19.500000Z,37.29,36.8,4.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000005,2023-02-07T00:11:34.400000Z,37.87,37.71,17.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000004,2023-02-07T00:09:38.400000Z,37.08,36.16,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000002,2023-02-07T00:03:45.800000Z,38.41,37.21,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230207_0000001,2023-02-07T00:01:02.000000Z,37.44,37.09,6.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000538,2023-02-06T23:56:03.900000Z,38.04,37.44,4.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000535,2023-02-06T23:54:16.300000Z,38.11,36.72,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000532,2023-02-06T23:48:34.300000Z,38.08,37.39,24.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000533,2023-02-06T23:45:42.600000Z,38.1,37.18,2.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000531,2023-02-06T23:41:13.700000Z,38.19,37.93,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000530,2023-02-06T23:36:23.300000Z,38.24,37.23,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000528,2023-02-06T23:32:04.700000Z,38.13,38.2,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000526,2023-02-06T23:27:11.400000Z,38.1027,37.7762,8.4,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000527,2023-02-06T23:21:07.000000Z,38.27,37.15,2.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000524,2023-02-06T23:14:42.900000Z,37.6,37.35,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000522,2023-02-06T23:13:32.200000Z,38.08,37.7,10.0,4.2,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000521,2023-02-06T23:11:38.600000Z,38.1,37.13,12.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000520,2023-02-06T23:05:24.000000Z,38.12,37.4,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000519,2023-02-06T23:01:56.800000Z,38.13,37.73,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000517,2023-02-06T22:59:05.000000Z,38.29,38.11,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000518,2023-02-06T22:55:26.900000Z,37.93,36.61,4.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000515,2023-02-06T22:51:16.900000Z,38.01,36.47,2.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000514,2023-02-06T22:44:53.200000Z,38.01,36.54,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000512,2023-02-06T22:34:21.600000Z,38.03,37.43,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000511,2023-02-06T22:29:40.700000Z,38.11,36.53,5.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000510,2023-02-06T22:28:06.400000Z,38.33,37.68,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000509,2023-02-06T22:26:18.900000Z,37.98,37.42,4.0,4.3,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000508,2023-02-06T22:23:35.200000Z,38.08,37.34,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000506,2023-02-06T22:16:08.100000Z,38.23,37.44,6.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000507,2023-02-06T22:14:00.900000Z,38.05,37.33,2.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000505,2023-02-06T22:11:37.100000Z,38.32,38.17,8.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000504,2023-02-06T22:09:52.400000Z,38.12,36.9,2.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000503,2023-02-06T22:06:15.800000Z,37.89,37.74,4.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000502,2023-02-06T22:02:47.200000Z,37.9,37.87,2.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000572,2023-02-06T22:01:11.400000Z,38.1,36.93,2.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000500,2023-02-06T21:57:44.900000Z,38.06,36.52,2.0,4.9,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000501,2023-02-06T21:54:57.400000Z,38.17,36.52,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000495,2023-02-06T21:41:25.100000Z,38.07,36.52,5.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000497,2023-02-06T21:40:04.600000Z,37.33,36.95,6.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000492,2023-02-06T21:38:45.100000Z,37.14,36.74,7.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000487,2023-02-06T21:28:10.800000Z,38.03,37.56,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000491,2023-02-06T21:25:07.400000Z,38.29,37.31,7.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000486,2023-02-06T21:23:32.900000Z,38.23,37.15,11.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000483,2023-02-06T21:19:46.300000Z,38.26,38.11,3.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000485,2023-02-06T21:17:39.500000Z,38.06,37.78,14.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000484,2023-02-06T21:15:17.300000Z,38.1,37.03,5.0,4.8,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000482,2023-02-06T21:13:46.600000Z,37.45,37.02,8.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000481,2023-02-06T21:06:31.400000Z,37.4,37.12,3.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000479,2023-02-06T21:05:12.200000Z,38.13,36.67,4.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000480,2023-02-06T21:02:12.700000Z,36.57,36.31,80.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000476,2023-02-06T20:58:14.000000Z,37.99,36.18,3.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000474,2023-02-06T20:55:47.800000Z,37.98,36.44,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000473,2023-02-06T20:53:24.300000Z,38.21,38.28,10.0,5.0,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000472,2023-02-06T20:43:51.500000Z,37.6401,37.78,5.0,5.1,m,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000584,2023-02-06T20:41:31.100000Z,37.66,37.34,2.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000470,2023-02-06T20:37:53.000000Z,37.25,37.05,10.0,5.3,mw,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000471,2023-02-06T20:35:03.200000Z,38.0,37.7,6.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000468,2023-02-06T20:33:14.200000Z,38.08,37.48,16.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000466,2023-02-06T20:28:11.700000Z,38.36,38.11,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000462,2023-02-06T20:21:53.900000Z,38.06,36.43,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000469,2023-02-06T20:14:16.100000Z,37.94,36.71,20.0,4.2,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000460,2023-02-06T20:13:11.300000Z,38.22,37.81,6.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000459,2023-02-06T20:08:31.500000Z,38.2,37.78,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000457,2023-02-06T20:05:36.500000Z,38.01,36.46,10.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000456,2023-02-06T20:02:25.400000Z,37.87,36.53,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000455,2023-02-06T19:57:59.100000Z,37.87,36.53,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000453,2023-02-06T19:49:40.700000Z,38.1,36.55,5.0,4.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000452,2023-02-06T19:47:57.600000Z,37.98,36.55,3.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000451,2023-02-06T19:43:41.900000Z,38.15,37.73,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000449,2023-02-06T19:40:17.900000Z,38.06,38.19,10.0,4.6,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000447,2023-02-06T19:35:50.800000Z,37.47,37.13,5.0,4.3,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000448,2023-02-06T19:31:00.900000Z,38.12,37.23,5.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000444,2023-02-06T19:24:56.500000Z,37.4176,37.4898,10.0,4.4,m,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000442,2023-02-06T19:18:58.800000Z,38.08,37.33,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000445,2023-02-06T19:15:47.700000Z,37.9712,36.3823,10.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000441,2023-02-06T19:10:30.900000Z,38.05,36.43,1.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000439,2023-02-06T18:53:37.900000Z,38.02,38.08,2.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000437,2023-02-06T18:48:53.000000Z,38.01,38.16,2.0,4.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000438,2023-02-06T18:45:30.200000Z,38.12,36.84,9.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000435,2023-02-06T18:41:38.600000Z,38.09,36.76,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000431,2023-02-06T18:32:39.400000Z,37.872,38.237,10.0,4.0,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000432,2023-02-06T18:31:24.900000Z,37.89,36.64,6.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000427,2023-02-06T18:26:45.200000Z,38.04,37.26,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000426,2023-02-06T18:15:28.700000Z,38.15,37.71,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000421,2023-02-06T18:03:54.800000Z,38.08,36.44,5.0,4.9,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000419,2023-02-06T18:02:44.500000Z,38.1001,36.4785,10.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000415,2023-02-06T17:54:33.500000Z,37.43,36.99,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000440,2023-02-06T17:51:30.900000Z,38.38,37.69,6.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000413,2023-02-06T17:46:50.200000Z,38.2,37.82,7.0,4.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000412,2023-02-06T17:44:29.000000Z,38.16,36.91,6.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000409,2023-02-06T17:37:24.500000Z,38.16,36.91,17.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000407,2023-02-06T17:33:03.100000Z,37.5,37.13,4.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000404,2023-02-06T17:31:35.000000Z,37.1,36.69,10.0,4.5,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000410,2023-02-06T17:29:39.200000Z,38.2,37.73,14.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000403,2023-02-06T17:26:24.800000Z,38.13,36.65,5.0,4.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230206_0000401,2023-02-06T17:22:03.900000Z,38.05,36.54,10.0,4.1,mb,,,EMSC_FDSN
