event_id,origin_time,latitude,longitude,depth_km,magnitude,region
smi:ISC/evid=625758850,2022-08-29T01:57:02.000000Z,39.027,27.92,7.0,1.8,aegean
smi:ISC/evid=625758856,2022-08-29T02:28:13.000000Z,39.013,43.671,9.4,2.0,eastern_anatolia
smi:ISC/evid=625758860,2022-08-29T04:33:48.600000Z,39.0273,43.6843,1.7,1.8,eastern_anatolia
smi:ISC/evid=635974585,2022-08-29T05:50:24.000000Z,39.12,43.59,7.0,1.5,eastern_anatolia
smi:ISC/evid=625758869,2022-08-29T09:16:45.300000Z,37.9288,26.7062,8.8,2.2,aegean
smi:ISC/evid=625758870,2022-08-29T09:29:09.600000Z,38.8378,43.4717,18.4,1.9,eastern_anatolia
smi:ISC/evid=625758874,2022-08-29T09:46:25.000000Z,38.241,42.611,6.8,2.4,eastern_anatolia
smi:ISC/evid=625758877,2022-08-29T10:12:42.000000Z,38.056,26.237,7.0,1.8,aegean
smi:ISC/evid=625758880,2022-08-29T11:27:46.200000Z,37.8273,26.9745,16.5,1.6,aegean
smi:ISC/evid=625758884,2022-08-29T15:14:50.100000Z,39.1392,27.5435,,1.7,aegean
smi:ISC/evid=625758891,2022-08-29T17:57:42.500000Z,38.9567,42.0125,5.3,2.5,eastern_anatolia
smi:ISC/evid=625758893,2022-08-29T18:52:32.900000Z,39.7187,42.7372,5.0,2.4,eastern_anatolia
smi:ISC/evid=625758894,2022-08-29T20:08:48.100000Z,37.978,27.1932,5.5,2.0,aegean
smi:ISC/evid=625758898,2022-08-29T21:37:34.500000Z,37.8297,26.902,4.8,1.7,aegean
smi:ISC/evid=625758907,2022-08-29T23:49:31.500000Z,39.3768,40.6358,4.3,2.3,eastern_anatolia
smi:ISC/evid=625758935,2022-08-30T01:08:16.000000Z,38.364,42.846,7.0,1.6,eastern_anatolia
smi:ISC/evid=625758938,2022-08-30T01:42:27.500000Z,38.4097,39.3488,4.9,1.8,eastern_anatolia
smi:ISC/evid=625758940,2022-08-30T02:43:07.300000Z,40.1902,35.2797,5.4,1.5,central_anatolia
smi:ISC/evid=625758942,2022-08-30T02:49:42.900000Z,38.9812,41.4677,13.3,1.5,eastern_anatolia
smi:ISC/evid=625758952,2022-08-30T09:17:26.100000Z,37.5633,27.093,10.3,1.6,aegean
smi:ISC/evid=625758956,2022-08-30T12:07:11.700000Z,37.792,27.1768,6.3,2.0,aegean
smi:ISC/evid=625758957,2022-08-30T13:05:04.900000Z,39.5018,33.133,2.7,1.7,central_anatolia
smi:ISC/evid=625758967,2022-08-30T21:33:26.100000Z,39.3948,43.8882,12.8,1.8,eastern_anatolia
smi:ISC/evid=625758968,2022-08-30T22:17:16.900000Z,38.9107,31.4527,5.3,1.7,central_anatolia
smi:ISC/evid=625758999,2022-08-31T00:38:29.000000Z,39.095,35.95,25.2,1.9,central_anatolia
smi:ISC/evid=625759000,2022-08-31T00:43:54.000000Z,39.072,35.955,7.0,2.5,central_anatolia
smi:ISC/evid=625759014,2022-08-31T06:09:15.300000Z,39.4915,28.2618,5.6,1.5,aegean
smi:ISC/evid=625759015,2022-08-31T06:34:55.000000Z,38.411,42.857,7.0,1.8,eastern_anatolia
smi:ISC/evid=625759017,2022-08-31T07:06:50.700000Z,37.8125,27.7578,5.1,2.2,aegean
smi:ISC/evid=625759018,2022-08-31T07:08:03.400000Z,37.829,27.7615,4.3,1.6,aegean
smi:ISC/evid=625759019,2022-08-31T07:09:50.800000Z,37.7455,27.7838,6.3,1.7,aegean
smi:ISC/evid=625759021,2022-08-31T08:40:59.400000Z,37.818,27.7417,5.2,1.6,aegean
smi:ISC/evid=624738801,2022-08-31T09:56:40.370000Z,37.58,26.8731,15.495299999999999,4.45,aegean
smi:ISC/evid=625759025,2022-08-31T10:04:51.800000Z,37.5822,26.8697,12.0,2.1,aegean
smi:ISC/evid=625759029,2022-08-31T10:08:32.900000Z,37.671,26.8453,14.2,1.5,aegean
smi:ISC/evid=625759030,2022-08-31T10:12:36.500000Z,37.6115,26.7762,3.6,2.0,aegean
smi:ISC/evid=625759033,2022-08-31T10:13:31.100000Z,37.6392,26.8645,2.9,2.3,aegean
smi:ISC/evid=625759036,2022-08-31T10:13:54.400000Z,37.676,26.8983,12.2,2.4,aegean
smi:ISC/evid=625759039,2022-08-31T10:14:16.300000Z,37.5767,26.8598,2.8,2.2,aegean
smi:ISC/evid=625759040,2022-08-31T10:15:48.800000Z,37.5752,26.8258,3.9,2.4,aegean
smi:ISC/evid=625759043,2022-08-31T10:16:14.200000Z,37.6122,26.9025,2.1,2.2,aegean
smi:ISC/evid=625759046,2022-08-31T10:16:46.500000Z,37.6268,26.8902,5.0,2.2,aegean
smi:ISC/evid=625759049,2022-08-31T10:17:42.200000Z,37.6208,26.8813,2.8,2.3,aegean
smi:ISC/evid=625759052,2022-08-31T10:18:09.200000Z,37.6837,26.9022,4.6,2.1,aegean
smi:ISC/evid=625759053,2022-08-31T10:19:53.620000Z,37.6362,26.8706,11.562,3.07,aegean
smi:ISC/evid=625759056,2022-08-31T10:20:49.100000Z,37.6325,26.8552,5.4,1.9,aegean
smi:ISC/evid=625759057,2022-08-31T10:21:56.500000Z,37.6073,26.819,5.0,2.0,aegean
smi:ISC/evid=625759060,2022-08-31T10:22:47.800000Z,37.5783,26.8435,11.1,1.5,aegean
smi:ISC/evid=625759061,2022-08-31T10:24:58.300000Z,37.6348,26.7892,6.7,2.3,aegean
smi:ISC/evid=625759064,2022-08-31T10:25:52.300000Z,37.6237,26.9197,5.0,2.4,aegean
smi:ISC/evid=625759067,2022-08-31T10:26:29.500000Z,37.5798,26.8465,5.7,2.5,aegean
smi:ISC/evid=625759068,2022-08-31T10:28:18.600000Z,37.5967,26.8365,5.2,2.3,aegean
smi:ISC/evid=625759069,2022-08-31T10:30:05.600000Z,37.6058,26.8717,4.5,2.1,aegean
smi:ISC/evid=625759072,2022-08-31T10:30:49.800000Z,37.6858,26.8817,10.5,1.6,aegean
smi:ISC/evid=625759075,2022-08-31T10:31:31.400000Z,37.6355,26.8248,3.0,1.6,aegean
smi:ISC/evid=625759076,2022-08-31T10:32:38.700000Z,37.5983,26.8863,6.5,2.0,aegean
smi:ISC/evid=625759077,2022-08-31T10:33:49.100000Z,37.5845,26.8655,5.3,2.3,aegean
smi:ISC/evid=625759078,2022-08-31T10:35:22.100000Z,37.6603,26.8837,5.0,1.7,aegean
smi:ISC/evid=625759081,2022-08-31T10:36:01.600000Z,37.6393,26.8093,2.2,1.8,aegean
smi:ISC/evid=625759085,2022-08-31T10:38:05.400000Z,37.6665,26.8088,5.0,2.3,aegean
smi:ISC/evid=625759086,2022-08-31T10:39:12.200000Z,37.7163,26.7567,13.8,1.7,aegean
smi:ISC/evid=625759087,2022-08-31T10:41:19.500000Z,37.6548,26.8107,5.0,1.8,aegean
smi:ISC/evid=625759088,2022-08-31T10:42:34.800000Z,37.6467,26.7773,6.9,2.0,aegean
smi:ISC/evid=625759089,2022-08-31T10:44:49.700000Z,37.5768,26.7423,5.3,2.0,aegean
smi:ISC/evid=625759092,2022-08-31T10:45:05.800000Z,37.6017,26.7595,8.4,2.0,aegean
smi:ISC/evid=625759093,2022-08-31T10:46:13.400000Z,37.6443,26.8128,11.3,2.0,aegean
smi:ISC/evid=625759094,2022-08-31T10:47:49.800000Z,37.6717,26.8353,14.1,2.2,aegean
smi:ISC/evid=625759098,2022-08-31T10:49:40.700000Z,37.6162,26.8952,2.6,1.8,aegean
smi:ISC/evid=625759099,2022-08-31T10:50:56.800000Z,37.63,26.8688,4.4,2.1,aegean
smi:ISC/evid=625759100,2022-08-31T10:52:22.600000Z,37.7077,26.8933,8.0,2.0,aegean
smi:ISC/evid=625759104,2022-08-31T10:54:11.900000Z,37.6722,26.8557,9.4,2.3,aegean
smi:ISC/evid=625759105,2022-08-31T10:55:35.300000Z,37.635,26.8978,8.8,1.9,aegean
smi:ISC/evid=625759106,2022-08-31T10:56:48.000000Z,37.6638,26.8567,6.5,1.8,aegean
smi:ISC/evid=625759109,2022-08-31T10:57:42.200000Z,37.6458,26.8637,4.7,2.2,aegean
smi:ISC/evid=625759112,2022-08-31T10:58:39.400000Z,37.6535,26.9155,2.7,2.3,aegean
smi:ISC/evid=625759113,2022-08-31T10:59:50.500000Z,37.5667,26.7163,5.1,1.6,aegean
smi:ISC/evid=625759114,2022-08-31T11:01:03.300000Z,37.6408,26.859,3.2,2.0,aegean
smi:ISC/evid=625759115,2022-08-31T11:03:58.200000Z,37.5965,26.8293,8.9,2.2,aegean
smi:ISC/evid=625759118,2022-08-31T11:04:58.100000Z,37.5692,26.8165,14.5,2.2,aegean
smi:ISC/evid=625759119,2022-08-31T11:06:42.100000Z,37.6823,26.9033,10.9,2.3,aegean
smi:ISC/evid=625759120,2022-08-31T11:08:07.500000Z,37.6788,26.8128,2.8,1.9,aegean
smi:ISC/evid=625759121,2022-08-31T11:09:53.700000Z,37.6215,26.8528,2.1,1.9,aegean
smi:ISC/evid=625759122,2022-08-31T11:12:38.800000Z,37.7017,26.8548,14.3,1.9,aegean
smi:ISC/evid=625759123,2022-08-31T11:13:52.200000Z,37.6878,26.8647,5.1,1.9,aegean
smi:ISC/evid=625759124,2022-08-31T11:15:58.400000Z,37.5962,26.7505,5.4,2.4,aegean
smi:ISC/evid=625759125,2022-08-31T11:17:40.600000Z,37.6493,26.8252,9.6,2.1,aegean
smi:ISC/evid=625759128,2022-08-31T11:18:40.300000Z,37.5925,26.8445,11.0,2.0,aegean
smi:ISC/evid=625759129,2022-08-31T11:20:20.200000Z,37.5645,26.8112,8.6,2.2,aegean
smi:ISC/evid=625759130,2022-08-31T11:23:56.500000Z,37.6582,26.721,14.5,1.7,aegean
smi:ISC/evid=625759131,2022-08-31T11:25:07.400000Z,37.5305,26.8035,11.5,1.8,aegean
smi:ISC/evid=625759132,2022-08-31T11:26:59.300000Z,37.6,26.7505,9.8,1.5,aegean
smi:ISC/evid=625759133,2022-08-31T11:31:28.800000Z,37.6405,26.9375,5.0,1.9,aegean
smi:ISC/evid=625759134,2022-08-31T11:32:58.200000Z,37.6545,26.832,10.9,2.5,aegean
smi:ISC/evid=625759135,2022-08-31T11:34:10.100000Z,37.629,26.8247,4.0,2.1,aegean
smi:ISC/evid=625759136,2022-08-31T11:36:27.900000Z,37.5973,26.7827,4.6,2.4,aegean
smi:ISC/evid=625759138,2022-08-31T11:41:41.100000Z,37.614,26.8967,14.1,2.3,aegean
smi:ISC/evid=625759139,2022-08-31T11:43:29.900000Z,37.639,26.7998,12.5,2.2,aegean
smi:ISC/evid=625759140,2022-08-31T11:46:38.100000Z,37.6608,26.8573,2.6,1.7,aegean
smi:ISC/evid=625759141,2022-08-31T11:48:28.700000Z,37.6402,26.7965,8.9,1.5,aegean
smi:ISC/evid=625759142,2022-08-31T11:50:22.900000Z,37.6515,26.8387,13.0,2.0,aegean
smi:ISC/evid=625759145,2022-08-31T11:50:53.700000Z,37.6375,26.8602,11.0,2.1,aegean
smi:ISC/evid=625759146,2022-08-31T11:52:49.800000Z,37.5893,26.7373,3.5,1.6,aegean
smi:ISC/evid=625759147,2022-08-31T11:53:53.100000Z,37.6407,26.8592,11.6,2.0,aegean
smi:ISC/evid=625759148,2022-08-31T11:55:16.900000Z,37.5903,26.8287,8.5,2.2,aegean
smi:ISC/evid=625759151,2022-08-31T11:56:02.200000Z,37.651,26.8052,11.7,2.0,aegean
smi:ISC/evid=625759152,2022-08-31T11:57:50.900000Z,37.6757,26.7278,14.4,1.7,aegean
smi:ISC/evid=625759155,2022-08-31T11:58:15.800000Z,37.564,26.8237,10.9,1.8,aegean
smi:ISC/evid=625759158,2022-08-31T11:59:08.900000Z,37.6308,26.9083,1.8,1.9,aegean
smi:ISC/evid=625759161,2022-08-31T11:59:52.800000Z,37.7032,26.8447,5.0,2.0,aegean
smi:ISC/evid=625759162,2022-08-31T12:01:38.800000Z,37.8942,27.1267,5.8,2.4,aegean
smi:ISC/evid=625759163,2022-08-31T12:02:49.400000Z,37.558,26.7255,5.0,1.7,aegean
smi:ISC/evid=625759165,2022-08-31T12:06:14.500000Z,37.6832,26.8393,5.7,1.7,aegean
smi:ISC/evid=625759168,2022-08-31T12:07:05.800000Z,37.5792,26.7995,12.8,1.9,aegean
smi:ISC/evid=625759169,2022-08-31T12:08:32.200000Z,37.6102,26.7192,9.2,2.2,aegean
smi:ISC/evid=625759170,2022-08-31T12:10:27.200000Z,37.6338,26.7883,5.1,2.0,aegean
smi:ISC/evid=625759174,2022-08-31T12:18:13.100000Z,37.5732,26.8315,14.3,1.8,aegean
smi:ISC/evid=625759177,2022-08-31T12:19:02.600000Z,37.6917,26.8842,3.8,1.7,aegean
smi:ISC/evid=625759178,2022-08-31T12:21:30.100000Z,37.5797,26.8722,5.3,2.4,aegean
smi:ISC/evid=625759181,2022-08-31T12:22:19.700000Z,37.5968,26.8757,14.5,2.1,aegean
smi:ISC/evid=625759182,2022-08-31T12:26:31.800000Z,37.6448,26.8622,10.8,2.0,aegean
smi:ISC/evid=625759183,2022-08-31T12:28:13.900000Z,37.5943,26.7962,3.1,2.3,aegean
smi:ISC/evid=625759184,2022-08-31T12:30:35.500000Z,37.6828,26.792,13.3,2.1,aegean
smi:ISC/evid=625759185,2022-08-31T12:31:36.900000Z,37.6287,26.8042,12.5,1.8,aegean
smi:ISC/evid=625759188,2022-08-31T12:32:35.500000Z,37.6532,26.8778,11.5,1.6,aegean
smi:ISC/evid=625759189,2022-08-31T12:34:11.900000Z,37.6548,26.7842,12.0,2.4,aegean
smi:ISC/evid=625759191,2022-08-31T12:38:44.200000Z,37.5835,26.7298,9.4,3.1,aegean
smi:ISC/evid=625759192,2022-08-31T12:41:15.800000Z,37.7058,26.8367,14.3,1.8,aegean
smi:ISC/evid=625759193,2022-08-31T12:46:11.300000Z,37.7837,26.8107,8.8,1.6,aegean
smi:ISC/evid=625759194,2022-08-31T12:47:48.500000Z,37.6028,26.8432,14.0,2.0,aegean
smi:ISC/evid=625759196,2022-08-31T12:50:30.900000Z,37.6667,26.8247,8.8,1.7,aegean
smi:ISC/evid=625759197,2022-08-31T12:51:50.900000Z,37.597,26.8575,12.2,2.0,aegean
smi:ISC/evid=625759198,2022-08-31T12:55:57.700000Z,39.0225,28.1113,7.7,2.2,aegean
smi:ISC/evid=625759199,2022-08-31T12:58:30.100000Z,37.6071,26.7838,12.6,3.0,aegean
smi:ISC/evid=625759201,2022-08-31T13:02:51.100000Z,37.5907,26.8032,2.3,1.5,aegean
smi:ISC/evid=625759202,2022-08-31T13:04:20.300000Z,37.5728,26.8172,3.5,1.5,aegean
smi:ISC/evid=625759205,2022-08-31T13:05:13.400000Z,37.683,26.7977,13.7,2.1,aegean
smi:ISC/evid=625759206,2022-08-31T13:07:20.700000Z,37.7058,26.8393,9.2,1.9,aegean
smi:ISC/evid=625759208,2022-08-31T13:10:26.400000Z,37.6702,26.7712,14.0,1.8,aegean
smi:ISC/evid=625759209,2022-08-31T13:12:48.100000Z,37.5912,26.7662,12.3,1.5,aegean
smi:ISC/evid=625759210,2022-08-31T13:14:14.400000Z,37.5587,26.8358,13.7,1.9,aegean
smi:ISC/evid=625759211,2022-08-31T13:15:42.500000Z,37.6523,26.9013,10.1,1.9,aegean
smi:ISC/evid=625759214,2022-08-31T13:25:16.400000Z,37.6608,26.8235,12.7,2.0,aegean
smi:ISC/evid=625759215,2022-08-31T13:27:38.100000Z,37.6028,26.7867,4.3,1.9,aegean
smi:ISC/evid=625759218,2022-08-31T13:28:34.100000Z,37.5943,26.7218,5.1,2.1,aegean
smi:ISC/evid=625759219,2022-08-31T13:31:27.800000Z,37.984,27.1625,5.2,2.0,aegean
smi:ISC/evid=625759220,2022-08-31T13:32:54.100000Z,37.6315,26.77,5.0,1.8,aegean
smi:ISC/evid=625759222,2022-08-31T13:36:50.800000Z,37.5892,26.792,13.9,1.7,aegean
smi:ISC/evid=625759223,2022-08-31T13:39:51.400000Z,37.6372,26.7615,12.4,1.9,aegean
smi:ISC/evid=625759224,2022-08-31T13:40:57.900000Z,37.6122,26.8357,4.2,2.5,aegean
smi:ISC/evid=625759225,2022-08-31T13:42:18.900000Z,37.6263,26.7847,11.4,2.3,aegean
smi:ISC/evid=625759226,2022-08-31T13:43:26.200000Z,37.6075,26.785,4.6,2.4,aegean
smi:ISC/evid=625759228,2022-08-31T13:47:44.700000Z,37.6525,26.8453,8.2,2.4,aegean
smi:ISC/evid=625759231,2022-08-31T13:48:20.900000Z,37.6715,26.731,14.7,2.6,aegean
smi:ISC/evid=625759235,2022-08-31T13:56:18.700000Z,37.681,26.9062,5.0,2.3,aegean
smi:ISC/evid=625759236,2022-08-31T13:58:26.300000Z,37.6187,26.8342,5.0,2.0,aegean
smi:ISC/evid=625759239,2022-08-31T13:59:01.500000Z,37.6503,26.7782,7.0,2.0,aegean
smi:ISC/evid=624739200,2022-08-31T14:02:18.990000Z,37.5591,26.8474,12.969299999999999,3.84,aegean
smi:ISC/evid=625759240,2022-08-31T14:07:17.100000Z,37.5938,26.7903,14.2,2.3,aegean
smi:ISC/evid=625759243,2022-08-31T14:07:33.200000Z,37.6512,26.8025,14.3,2.0,aegean
smi:ISC/evid=625759245,2022-08-31T14:10:16.400000Z,37.66,26.8947,3.4,1.8,aegean
smi:ISC/evid=625759247,2022-08-31T14:13:21.600000Z,37.6778,26.8077,11.0,1.9,aegean
smi:ISC/evid=625759248,2022-08-31T14:14:59.700000Z,37.6805,26.8563,7.1,1.6,aegean
smi:ISC/evid=625759250,2022-08-31T14:18:35.500000Z,37.6878,26.8998,13.0,2.0,aegean
smi:ISC/evid=625759253,2022-08-31T14:19:05.800000Z,37.6635,26.8197,9.4,1.6,aegean
smi:ISC/evid=625759254,2022-08-31T14:21:12.400000Z,37.6523,26.885,2.0,2.1,aegean
smi:ISC/evid=625759255,2022-08-31T14:25:06.800000Z,37.686,26.9185,5.0,1.6,aegean
smi:ISC/evid=625759256,2022-08-31T14:26:35.500000Z,37.6655,26.8008,11.7,2.1,aegean
smi:ISC/evid=625759257,2022-08-31T14:29:23.900000Z,37.5473,26.7313,9.2,2.0,aegean
smi:ISC/evid=625759258,2022-08-31T14:32:13.100000Z,37.6228,26.8312,4.7,2.4,aegean
smi:ISC/evid=625759260,2022-08-31T14:33:33.100000Z,37.6388,26.8285,10.0,1.9,aegean
smi:ISC/evid=625759261,2022-08-31T14:35:37.400000Z,37.9658,27.1953,9.3,1.9,aegean
smi:ISC/evid=625759264,2022-08-31T14:41:03.600000Z,37.6308,26.8493,2.7,2.2,aegean
smi:ISC/evid=625759265,2022-08-31T14:42:06.600000Z,37.6247,26.7127,12.7,1.5,aegean
smi:ISC/evid=625759266,2022-08-31T14:44:27.600000Z,37.5753,26.6928,4.3,1.5,aegean
smi:ISC/evid=625759267,2022-08-31T14:47:42.000000Z,37.719,26.6918,8.0,2.0,aegean
smi:ISC/evid=625759270,2022-08-31T14:48:01.500000Z,37.5483,26.7077,11.7,1.8,aegean
smi:ISC/evid=625759271,2022-08-31T14:49:21.100000Z,37.647,26.835,8.9,2.0,aegean
smi:ISC/evid=625759272,2022-08-31T14:52:09.600000Z,37.5772,26.8812,2.9,2.2,aegean
smi:ISC/evid=625759273,2022-08-31T14:56:27.500000Z,37.6325,26.7885,6.5,1.9,aegean
smi:ISC/evid=625759274,2022-08-31T15:01:26.600000Z,37.6267,26.8055,10.4,2.0,aegean
smi:ISC/evid=625759275,2022-08-31T15:02:37.600000Z,37.7268,26.9217,5.0,1.9,aegean
smi:ISC/evid=625759276,2022-08-31T15:04:04.400000Z,37.6075,26.8462,14.7,2.1,aegean
smi:ISC/evid=625759279,2022-08-31T15:04:58.200000Z,37.649,26.8508,13.8,1.9,aegean
smi:ISC/evid=625759280,2022-08-31T15:09:20.700000Z,37.5938,26.8073,2.1,2.0,aegean
smi:ISC/evid=625759281,2022-08-31T15:10:36.400000Z,37.9707,27.1557,7.4,2.9,aegean
smi:ISC/evid=625759282,2022-08-31T15:14:49.800000Z,39.2733,26.2067,10.7,2.1,aegean
smi:ISC/evid=625759285,2022-08-31T15:15:09.700000Z,37.5257,26.7617,4.7,1.9,aegean
smi:ISC/evid=625759286,2022-08-31T15:19:26.600000Z,37.5713,26.7835,14.8,1.7,aegean
smi:ISC/evid=625759287,2022-08-31T15:21:20.900000Z,37.5472,26.6837,5.0,1.5,aegean
smi:ISC/evid=625759289,2022-08-31T15:26:29.200000Z,37.6192,26.786,14.8,1.6,aegean
smi:ISC/evid=625759290,2022-08-31T15:27:54.500000Z,37.5467,26.8077,5.2,1.6,aegean
smi:ISC/evid=625759291,2022-08-31T15:30:09.100000Z,37.517,26.835,13.5,1.5,aegean
smi:ISC/evid=625759293,2022-08-31T15:38:17.200000Z,37.5972,26.8413,11.8,1.6,aegean
smi:ISC/evid=625759294,2022-08-31T15:44:49.700000Z,37.5148,26.8387,13.9,1.8,aegean
smi:ISC/evid=625759295,2022-08-31T15:46:37.300000Z,37.6147,26.7883,14.6,1.7,aegean
smi:ISC/evid=625759296,2022-08-31T15:49:55.600000Z,37.636,26.7597,4.1,1.8,aegean
smi:ISC/evid=625759298,2022-08-31T15:54:43.700000Z,37.6047,26.8048,11.4,2.1,aegean
smi:ISC/evid=625759302,2022-08-31T15:56:45.100000Z,37.5217,26.79,4.7,1.5,aegean
smi:ISC/evid=625759305,2022-08-31T16:05:30.300000Z,37.7578,26.9955,14.4,1.9,aegean
smi:ISC/evid=625759307,2022-08-31T16:14:38.400000Z,37.574,26.7378,14.2,1.5,aegean
smi:ISC/evid=625759308,2022-08-31T16:16:13.200000Z,37.5213,26.7223,5.4,1.6,aegean
smi:ISC/evid=625759311,2022-08-31T16:30:19.500000Z,37.6297,26.7422,2.8,1.5,aegean
smi:ISC/evid=625759312,2022-08-31T16:33:43.500000Z,37.6208,26.7908,14.1,1.6,aegean
smi:ISC/evid=625759315,2022-08-31T16:34:03.200000Z,37.5583,26.7025,4.2,1.7,aegean
smi:ISC/evid=625759316,2022-08-31T16:37:25.500000Z,37.5603,26.7827,5.4,1.8,aegean
smi:ISC/evid=625759319,2022-08-31T16:38:02.400000Z,37.6863,26.7945,13.3,1.7,aegean
smi:ISC/evid=625759320,2022-08-31T16:42:37.200000Z,37.5698,26.7798,12.0,1.5,aegean
smi:ISC/evid=625759323,2022-08-31T16:43:20.200000Z,37.6012,26.7962,2.1,1.5,aegean
smi:ISC/evid=625759325,2022-08-31T16:48:32.000000Z,37.7958,26.4725,12.8,2.1,aegean
smi:ISC/evid=625759326,2022-08-31T16:50:52.100000Z,37.9825,27.1948,10.6,1.8,aegean
smi:ISC/evid=625759327,2022-08-31T16:53:07.500000Z,37.5797,26.8039,12.9,2.4,aegean
smi:ISC/evid=625759328,2022-08-31T16:54:10.900000Z,37.57,26.8337,13.2,1.9,aegean
smi:ISC/evid=625759329,2022-08-31T16:56:34.400000Z,37.651,26.8393,4.8,1.5,aegean
smi:ISC/evid=625759331,2022-08-31T17:01:15.200000Z,37.5825,26.7802,4.3,1.8,aegean
smi:ISC/evid=625759335,2022-08-31T17:09:40.700000Z,37.6162,26.7082,13.5,1.6,aegean
smi:ISC/evid=625759339,2022-08-31T17:13:28.300000Z,37.5187,26.8325,5.4,1.6,aegean
smi:ISC/evid=625759340,2022-08-31T17:22:36.400000Z,37.5995,26.8128,7.1,2.0,aegean
smi:ISC/evid=625759341,2022-08-31T17:24:18.900000Z,37.5797,26.7175,10.9,1.5,aegean
smi:ISC/evid=625759342,2022-08-31T17:31:56.100000Z,37.5975,26.7875,12.3,2.1,aegean
smi:ISC/evid=625759343,2022-08-31T17:33:20.700000Z,37.5577,26.7625,2.4,1.9,aegean
smi:ISC/evid=625759344,2022-08-31T17:35:21.100000Z,37.5947,26.7535,14.3,1.6,aegean
smi:ISC/evid=625759345,2022-08-31T17:36:26.900000Z,37.5972,26.7993,2.6,2.0,aegean
smi:ISC/evid=625759347,2022-08-31T17:42:52.800000Z,37.6088,26.8332,5.0,2.1,aegean
smi:ISC/evid=625759348,2022-08-31T17:44:18.000000Z,37.5733,26.7933,5.0,1.9,aegean
smi:ISC/evid=625759349,2022-08-31T17:46:39.600000Z,37.549,26.7537,5.3,1.5,aegean
smi:ISC/evid=625759350,2022-08-31T17:47:50.000000Z,37.5617,26.8213,5.1,1.7,aegean
smi:ISC/evid=625759353,2022-08-31T17:58:11.200000Z,37.5208,26.7963,12.2,1.7,aegean
smi:ISC/evid=625759354,2022-08-31T17:59:51.200000Z,37.6217,26.771,13.4,2.1,aegean
smi:ISC/evid=625759356,2022-08-31T18:12:38.300000Z,37.6002,26.7378,8.6,1.7,aegean
smi:ISC/evid=625759357,2022-08-31T18:14:18.000000Z,37.5917,26.7353,5.1,1.5,aegean
smi:ISC/evid=625759358,2022-08-31T18:17:38.100000Z,37.5877,26.7967,6.7,2.1,aegean
smi:ISC/evid=625759359,2022-08-31T18:25:11.800000Z,37.6342,26.797,10.8,1.8,aegean
smi:ISC/evid=625759361,2022-08-31T18:40:12.900000Z,37.6355,26.9108,8.3,1.7,aegean
smi:ISC/evid=625759362,2022-08-31T18:41:42.200000Z,37.5648,26.8845,2.8,1.9,aegean
smi:ISC/evid=625759365,2022-08-31T18:42:19.900000Z,37.5985,26.8423,5.0,1.9,aegean
smi:ISC/evid=625759367,2022-08-31T18:47:03.000000Z,37.9637,27.1563,4.8,2.0,aegean
smi:ISC/evid=625759368,2022-08-31T18:48:23.200000Z,37.5522,26.8045,3.4,1.6,aegean
smi:ISC/evid=625759369,2022-08-31T18:55:05.700000Z,37.6377,26.9052,5.0,2.2,aegean
smi:ISC/evid=625759372,2022-08-31T18:55:50.200000Z,37.628,26.8105,7.2,2.2,aegean
smi:ISC/evid=625759373,2022-08-31T18:57:30.800000Z,37.6867,26.8373,12.9,1.7,aegean
smi:ISC/evid=625759374,2022-08-31T19:00:46.900000Z,37.6088,26.8507,7.7,1.8,aegean
smi:ISC/evid=625759375,2022-08-31T19:14:14.800000Z,37.5727,26.855,8.0,2.0,aegean
smi:ISC/evid=625759378,2022-08-31T19:14:57.800000Z,37.5548,26.861,4.9,2.0,aegean
smi:ISC/evid=625759379,2022-08-31T19:16:35.200000Z,37.5293,26.7572,4.7,1.5,aegean
smi:ISC/evid=625759386,2022-08-31T19:35:39.100000Z,37.5215,26.7973,4.9,1.6,aegean
smi:ISC/evid=625759388,2022-08-31T19:43:31.900000Z,37.607,26.871,3.1,1.6,aegean
smi:ISC/evid=641942112,2022-08-31T19:45:35.000000Z,37.593,26.839,7.0,1.5,aegean
smi:ISC/evid=625759390,2022-08-31T19:51:48.300000Z,37.6035,26.845,14.8,2.0,aegean
smi:ISC/evid=625759396,2022-08-31T20:32:39.300000Z,37.5953,26.8495,7.5,1.9,aegean
smi:ISC/evid=635974657,2022-08-31T20:53:19.000000Z,40.686,28.066,7.0,1.7,marmara
smi:ISC/evid=625759398,2022-08-31T20:53:42.400000Z,38.8418,31.5302,5.4,1.5,central_anatolia
smi:ISC/evid=625759399,2022-08-31T20:56:28.500000Z,37.563,26.6885,13.2,1.5,aegean
smi:ISC/evid=625759400,2022-08-31T20:58:54.200000Z,37.5845,26.7663,4.1,1.7,aegean
smi:ISC/evid=625759403,2022-08-31T21:09:41.700000Z,37.583,26.7927,2.5,2.0,aegean
smi:ISC/evid=625759404,2022-08-31T21:10:54.900000Z,37.5702,26.915,9.3,1.6,aegean
smi:ISC/evid=625759405,2022-08-31T21:21:32.100000Z,37.5852,26.8447,5.0,1.8,aegean
smi:ISC/evid=625759410,2022-08-31T21:45:56.100000Z,37.6027,26.794,6.8,1.5,aegean
smi:ISC/evid=625759411,2022-08-31T21:47:01.900000Z,37.63,26.807,8.3,1.7,aegean
