filename,station,event_id,magnitude,mag_band,t_start,t_origin,status
small_KO.KOZT_636317589.npz,KO.KOZT,636317589,1.0,M0.5-1.0,2023-06-16T01:25:20.500000Z,2023-06-16T01:25:50.500000Z,ok
small_KO.KMRS_636317589.npz,KO.KMRS,636317589,1.0,M0.5-1.0,2023-06-16T01:25:20.500000Z,2023-06-16T01:25:50.500000Z,fail: Missing channels: ['HHN']
small_KO.KOZT_626753336.npz,KO.KOZT,626753336,0.8,M0.5-1.0,2023-03-01T17:46:53.800000Z,2023-03-01T17:47:23.800000Z,ok
small_KO.KMRS_626753336.npz,KO.KMRS,626753336,0.8,M0.5-1.0,2023-03-01T17:46:53.800000Z,2023-03-01T17:47:23.800000Z,ok
small_KO.KOZT_642693997.npz,KO.KOZT,642693997,1.0,M0.5-1.0,2023-02-22T03:53:00.000000Z,2023-02-22T03:53:30.000000Z,ok
small_KO.KMRS_642693997.npz,KO.KMRS,642693997,1.0,M0.5-1.0,2023-02-22T03:53:00.000000Z,2023-02-22T03:53:30.000000Z,ok
small_KO.KOZT_636317339.npz,KO.KOZT,636317339,1.0,M0.5-1.0,2023-06-14T09:06:13.200000Z,2023-06-14T09:06:43.200000Z,ok
small_KO.KMRS_636317339.npz,KO.KMRS,636317339,1.0,M0.5-1.0,2023-06-14T09:06:13.200000Z,2023-06-14T09:06:43.200000Z,ok
small_KO.KOZT_642871602.npz,KO.KOZT,642871602,0.9,M0.5-1.0,2023-03-06T01:41:33.000000Z,2023-03-06T01:42:03.000000Z,ok
small_KO.KMRS_642871602.npz,KO.KMRS,642871602,0.9,M0.5-1.0,2023-03-06T01:41:33.000000Z,2023-03-06T01:42:03.000000Z,ok
small_KO.KOZT_636308278.npz,KO.KOZT,636308278,1.0,M0.5-1.0,2023-04-24T23:36:18.900000Z,2023-04-24T23:36:48.900000Z,ok
small_KO.KMRS_636308278.npz,KO.KMRS,636308278,1.0,M0.5-1.0,2023-04-24T23:36:18.900000Z,2023-04-24T23:36:48.900000Z,ok
small_KO.KOZT_626756990.npz,KO.KOZT,626756990,0.9,M0.5-1.0,2023-03-10T16:01:30.000000Z,2023-03-10T16:02:00.000000Z,ok
small_KO.KMRS_626756990.npz,KO.KMRS,626756990,0.9,M0.5-1.0,2023-03-10T16:01:30.000000Z,2023-03-10T16:02:00.000000Z,ok
small_KO.KOZT_642875335.npz,KO.KOZT,642875335,0.8,M0.5-1.0,2023-03-19T08:54:12.000000Z,2023-03-19T08:54:42.000000Z,ok
small_KO.KMRS_642875335.npz,KO.KMRS,642875335,0.8,M0.5-1.0,2023-03-19T08:54:12.000000Z,2023-03-19T08:54:42.000000Z,ok
small_KO.KOZT_643178997.npz,KO.KOZT,643178997,0.9,M0.5-1.0,2023-06-17T23:09:06.000000Z,2023-06-17T23:09:36.000000Z,ok
small_KO.KMRS_643178997.npz,KO.KMRS,643178997,0.9,M0.5-1.0,2023-06-17T23:09:06.000000Z,2023-06-17T23:09:36.000000Z,ok
small_KO.KOZT_642875645.npz,KO.KOZT,642875645,0.7,M0.5-1.0,2023-03-20T02:29:56.000000Z,2023-03-20T02:30:26.000000Z,ok
small_KO.KMRS_642875645.npz,KO.KMRS,642875645,0.7,M0.5-1.0,2023-03-20T02:29:56.000000Z,2023-03-20T02:30:26.000000Z,ok
small_KO.KOZT_636307733.npz,KO.KOZT,636307733,0.8,M0.5-1.0,2023-04-23T01:30:34.500000Z,2023-04-23T01:31:04.500000Z,ok
small_KO.KMRS_636307733.npz,KO.KMRS,636307733,0.8,M0.5-1.0,2023-04-23T01:30:34.500000Z,2023-04-23T01:31:04.500000Z,ok
small_KO.KOZT_626753871.npz,KO.KOZT,626753871,1.0,M0.5-1.0,2023-03-02T22:02:57.500000Z,2023-03-02T22:03:27.500000Z,ok
small_KO.KMRS_626753871.npz,KO.KMRS,626753871,1.0,M0.5-1.0,2023-03-02T22:02:57.500000Z,2023-03-02T22:03:27.500000Z,"fail: Missing channels: ['HHZ', 'HHE']"
small_KO.KOZT_642877438.npz,KO.KOZT,642877438,0.8,M0.5-1.0,2023-03-29T00:28:29.000000Z,2023-03-29T00:28:59.000000Z,ok
small_KO.KMRS_642877438.npz,KO.KMRS,642877438,0.8,M0.5-1.0,2023-03-29T00:28:29.000000Z,2023-03-29T00:28:59.000000Z,ok
small_KO.KOZT_642871559.npz,KO.KOZT,642871559,1.0,M0.5-1.0,2023-03-05T22:57:34.000000Z,2023-03-05T22:58:04.000000Z,ok
small_KO.KMRS_642871559.npz,KO.KMRS,642871559,1.0,M0.5-1.0,2023-03-05T22:57:34.000000Z,2023-03-05T22:58:04.000000Z,ok
small_KO.KOZT_642877508.npz,KO.KOZT,642877508,1.0,M0.5-1.0,2023-03-29T09:30:40.000000Z,2023-03-29T09:31:10.000000Z,ok
small_KO.KMRS_642877508.npz,KO.KMRS,642877508,1.0,M0.5-1.0,2023-03-29T09:30:40.000000Z,2023-03-29T09:31:10.000000Z,ok
small_KO.KOZT_642939374.npz,KO.KOZT,642939374,0.9,M0.5-1.0,2023-05-10T09:48:04.000000Z,2023-05-10T09:48:34.000000Z,ok
small_KO.KMRS_642939374.npz,KO.KMRS,642939374,0.9,M0.5-1.0,2023-05-10T09:48:04.000000Z,2023-05-10T09:48:34.000000Z,ok
small_KO.KOZT_626664737.npz,KO.KOZT,626664737,1.0,M0.5-1.0,2023-02-11T17:16:35.700000Z,2023-02-11T17:17:05.700000Z,ok
small_KO.KMRS_626664737.npz,KO.KMRS,626664737,1.0,M0.5-1.0,2023-02-11T17:16:35.700000Z,2023-02-11T17:17:05.700000Z,ok
small_KO.KOZT_642732815.npz,KO.KOZT,642732815,1.0,M0.5-1.0,2023-04-22T02:54:22.000000Z,2023-04-22T02:54:52.000000Z,ok
small_KO.KMRS_642732815.npz,KO.KMRS,642732815,1.0,M0.5-1.0,2023-04-22T02:54:22.000000Z,2023-04-22T02:54:52.000000Z,ok
small_KO.KOZT_636318227.npz,KO.KOZT,636318227,0.9,M0.5-1.0,2023-06-20T01:17:55.900000Z,2023-06-20T01:18:25.900000Z,ok
small_KO.KMRS_636318227.npz,KO.KMRS,636318227,0.9,M0.5-1.0,2023-06-20T01:17:55.900000Z,2023-06-20T01:18:25.900000Z,ok
small_KO.KOZT_642874299.npz,KO.KOZT,642874299,0.8,M0.5-1.0,2023-03-15T23:59:38.000000Z,2023-03-16T00:00:08.000000Z,ok
small_KO.KMRS_642874299.npz,KO.KMRS,642874299,0.8,M0.5-1.0,2023-03-15T23:59:38.000000Z,2023-03-16T00:00:08.000000Z,ok
small_KO.KOZT_642692757.npz,KO.KOZT,642692757,0.8,M0.5-1.0,2023-02-19T00:15:15.000000Z,2023-02-19T00:15:45.000000Z,ok
small_KO.KMRS_642692757.npz,KO.KMRS,642692757,0.8,M0.5-1.0,2023-02-19T00:15:15.000000Z,2023-02-19T00:15:45.000000Z,ok
small_KO.KOZT_636304145.npz,KO.KOZT,636304145,1.0,M0.5-1.0,2023-04-07T12:45:41.900000Z,2023-04-07T12:46:11.900000Z,ok
small_KO.KMRS_636304145.npz,KO.KMRS,636304145,1.0,M0.5-1.0,2023-04-07T12:45:41.900000Z,2023-04-07T12:46:11.900000Z,ok
small_KO.KOZT_626756398.npz,KO.KOZT,626756398,1.0,M0.5-1.0,2023-03-09T01:11:54.900000Z,2023-03-09T01:12:24.900000Z,ok
small_KO.KMRS_626756398.npz,KO.KMRS,626756398,1.0,M0.5-1.0,2023-03-09T01:11:54.900000Z,2023-03-09T01:12:24.900000Z,ok
small_KO.KOZT_642732952.npz,KO.KOZT,642732952,1.0,M0.5-1.0,2023-04-24T22:39:49.000000Z,2023-04-24T22:40:19.000000Z,ok
small_KO.KMRS_642732952.npz,KO.KMRS,642732952,1.0,M0.5-1.0,2023-04-24T22:39:49.000000Z,2023-04-24T22:40:19.000000Z,ok
small_KO.KOZT_642733699.npz,KO.KOZT,642733699,1.0,M0.5-1.0,2023-04-29T23:36:43.000000Z,2023-04-29T23:37:13.000000Z,ok
small_KO.KMRS_642733699.npz,KO.KMRS,642733699,1.0,M0.5-1.0,2023-04-29T23:36:43.000000Z,2023-04-29T23:37:13.000000Z,ok
small_KO.KOZT_642876538.npz,KO.KOZT,642876538,0.9,M0.5-1.0,2023-03-24T14:35:06.000000Z,2023-03-24T14:35:36.000000Z,ok
small_KO.KMRS_642876538.npz,KO.KMRS,642876538,0.9,M0.5-1.0,2023-03-24T14:35:06.000000Z,2023-03-24T14:35:36.000000Z,"fail: Missing channels: ['HHN', 'HHE']"
small_KO.KOZT_636307354.npz,KO.KOZT,636307354,1.0,M0.5-1.0,2023-04-21T21:12:45.500000Z,2023-04-21T21:13:15.500000Z,ok
small_KO.KMRS_636307354.npz,KO.KMRS,636307354,1.0,M0.5-1.0,2023-04-21T21:12:45.500000Z,2023-04-21T21:13:15.500000Z,ok
small_KO.KOZT_642731577.npz,KO.KOZT,642731577,0.9,M0.5-1.0,2023-04-13T04:30:20.000000Z,2023-04-13T04:30:50.000000Z,fail: Gap fraction 0.22 > 0.05
small_KO.KMRS_642731577.npz,KO.KMRS,642731577,0.9,M0.5-1.0,2023-04-13T04:30:20.000000Z,2023-04-13T04:30:50.000000Z,ok
small_KO.KOZT_642731302.npz,KO.KOZT,642731302,1.0,M0.5-1.0,2023-04-12T11:56:15.000000Z,2023-04-12T11:56:45.000000Z,ok
small_KO.KMRS_642731302.npz,KO.KMRS,642731302,1.0,M0.5-1.0,2023-04-12T11:56:15.000000Z,2023-04-12T11:56:45.000000Z,ok
small_KO.KOZT_643659435.npz,KO.KOZT,643659435,0.9,M0.5-1.0,2023-08-02T03:47:54.600000Z,2023-08-02T03:48:24.600000Z,ok
small_KO.KMRS_643659435.npz,KO.KMRS,643659435,0.9,M0.5-1.0,2023-08-02T03:47:54.600000Z,2023-08-02T03:48:24.600000Z,fail: Gap fraction 0.36 > 0.05
small_KO.KOZT_642695790.npz,KO.KOZT,642695790,0.9,M0.5-1.0,2023-02-27T09:46:22.000000Z,2023-02-27T09:46:52.000000Z,ok
small_KO.KMRS_642695790.npz,KO.KMRS,642695790,0.9,M0.5-1.0,2023-02-27T09:46:22.000000Z,2023-02-27T09:46:52.000000Z,fail: Gap fraction 0.30 > 0.05
small_KO.KOZT_642874860.npz,KO.KOZT,642874860,0.9,M0.5-1.0,2023-03-17T21:13:12.000000Z,2023-03-17T21:13:42.000000Z,ok
small_KO.KMRS_642874860.npz,KO.KMRS,642874860,0.9,M0.5-1.0,2023-03-17T21:13:12.000000Z,2023-03-17T21:13:42.000000Z,fail: Missing channels: ['HHZ']
small_KO.KOZT_626754372.npz,KO.KOZT,626754372,1.0,M0.5-1.0,2023-03-03T21:07:55.900000Z,2023-03-03T21:08:25.900000Z,ok
small_KO.KMRS_626754372.npz,KO.KMRS,626754372,1.0,M0.5-1.0,2023-03-03T21:07:55.900000Z,2023-03-03T21:08:25.900000Z,ok
small_KO.KOZT_636322994.npz,KO.KOZT,636322994,0.9,M0.5-1.0,2023-07-30T23:22:55.800000Z,2023-07-30T23:23:25.800000Z,ok
small_KO.KMRS_636322994.npz,KO.KMRS,636322994,0.9,M0.5-1.0,2023-07-30T23:22:55.800000Z,2023-07-30T23:23:25.800000Z,fail: Gap fraction 0.09 > 0.05
small_KO.KOZT_642940008.npz,KO.KOZT,642940008,0.9,M0.5-1.0,2023-05-16T09:49:09.000000Z,2023-05-16T09:49:39.000000Z,ok
small_KO.KMRS_642940008.npz,KO.KMRS,642940008,0.9,M0.5-1.0,2023-05-16T09:49:09.000000Z,2023-05-16T09:49:39.000000Z,"fail: Missing channels: ['HHZ', 'HHE']"
small_KO.KOZT_642875081.npz,KO.KOZT,642875081,1.0,M0.5-1.0,2023-03-18T16:57:46.000000Z,2023-03-18T16:58:16.000000Z,ok
small_KO.KMRS_642875081.npz,KO.KMRS,642875081,1.0,M0.5-1.0,2023-03-18T16:57:46.000000Z,2023-03-18T16:58:16.000000Z,"fail: Missing channels: ['HHN', 'HHE']"
small_KO.KOZT_642872150.npz,KO.KOZT,642872150,0.9,M0.5-1.0,2023-03-07T17:37:34.000000Z,2023-03-07T17:38:04.000000Z,ok
small_KO.KMRS_642872150.npz,KO.KMRS,642872150,0.9,M0.5-1.0,2023-03-07T17:37:34.000000Z,2023-03-07T17:38:04.000000Z,fail: Gap fraction 0.08 > 0.05
small_KO.KOZT_626672710.npz,KO.KOZT,626672710,0.9,M0.5-1.0,2023-02-26T00:21:22.000000Z,2023-02-26T00:21:52.000000Z,ok
small_KO.KMRS_626672710.npz,KO.KMRS,626672710,0.9,M0.5-1.0,2023-02-26T00:21:22.000000Z,2023-02-26T00:21:52.000000Z,ok
small_KO.KOZT_642877250.npz,KO.KOZT,642877250,1.0,M0.5-1.0,2023-03-28T05:05:58.000000Z,2023-03-28T05:06:28.000000Z,ok
small_KO.KMRS_642877250.npz,KO.KMRS,642877250,1.0,M0.5-1.0,2023-03-28T05:05:58.000000Z,2023-03-28T05:06:28.000000Z,fail: Gap fraction 0.63 > 0.05
small_KO.KOZT_642730405.npz,KO.KOZT,642730405,1.0,M0.5-1.0,2023-04-06T11:01:54.000000Z,2023-04-06T11:02:24.000000Z,ok
small_KO.KMRS_642730405.npz,KO.KMRS,642730405,1.0,M0.5-1.0,2023-04-06T11:01:54.000000Z,2023-04-06T11:02:24.000000Z,fail: Gap fraction 1.00 > 0.05
small_KO.KOZT_642733674.npz,KO.KOZT,642733674,1.0,M0.5-1.0,2023-04-28T04:36:34.000000Z,2023-04-28T04:37:04.000000Z,ok
small_KO.KMRS_642733674.npz,KO.KMRS,642733674,1.0,M0.5-1.0,2023-04-28T04:36:34.000000Z,2023-04-28T04:37:04.000000Z,ok
small_KO.KOZT_642940921.npz,KO.KOZT,642940921,1.0,M0.5-1.0,2023-05-24T09:28:51.000000Z,2023-05-24T09:29:21.000000Z,ok
small_KO.KMRS_642940921.npz,KO.KMRS,642940921,1.0,M0.5-1.0,2023-05-24T09:28:51.000000Z,2023-05-24T09:29:21.000000Z,fail: Gap fraction 0.07 > 0.05
small_KO.KOZT_626753287.npz,KO.KOZT,626753287,1.0,M0.5-1.0,2023-03-01T15:32:36.200000Z,2023-03-01T15:33:06.200000Z,ok
small_KO.KMRS_626753287.npz,KO.KMRS,626753287,1.0,M0.5-1.0,2023-03-01T15:32:36.200000Z,2023-03-01T15:33:06.200000Z,ok
small_KO.KOZT_642732463.npz,KO.KOZT,642732463,1.0,M0.5-1.0,2023-04-20T05:03:05.000000Z,2023-04-20T05:03:35.000000Z,ok
small_KO.KMRS_642732463.npz,KO.KMRS,642732463,1.0,M0.5-1.0,2023-04-20T05:03:05.000000Z,2023-04-20T05:03:35.000000Z,ok
small_KO.KOZT_626759716.npz,KO.KOZT,626759716,1.0,M0.5-1.0,2023-03-18T01:06:58.800000Z,2023-03-18T01:07:28.800000Z,ok
small_KO.KMRS_626759716.npz,KO.KMRS,626759716,1.0,M0.5-1.0,2023-03-18T01:06:58.800000Z,2023-03-18T01:07:28.800000Z,ok
small_KO.KOZT_626760385.npz,KO.KOZT,626760385,0.9,M0.5-1.0,2023-03-19T20:41:56.600000Z,2023-03-19T20:42:26.600000Z,ok
small_KO.KMRS_626760385.npz,KO.KMRS,626760385,0.9,M0.5-1.0,2023-03-19T20:41:56.600000Z,2023-03-19T20:42:26.600000Z,fail: Gap fraction 0.24 > 0.05
small_KO.KOZT_642873952.npz,KO.KOZT,642873952,1.0,M0.5-1.0,2023-03-14T16:14:39.000000Z,2023-03-14T16:15:09.000000Z,ok
small_KO.KMRS_642873952.npz,KO.KMRS,642873952,1.0,M0.5-1.0,2023-03-14T16:14:39.000000Z,2023-03-14T16:15:09.000000Z,ok
small_KO.KOZT_626755159.npz,KO.KOZT,626755159,0.9,M0.5-1.0,2023-03-06T01:14:55.000000Z,2023-03-06T01:15:25.000000Z,ok
small_KO.KMRS_626755159.npz,KO.KMRS,626755159,0.9,M0.5-1.0,2023-03-06T01:14:55.000000Z,2023-03-06T01:15:25.000000Z,ok
small_KO.KOZT_642692254.npz,KO.KOZT,642692254,1.0,M0.5-1.0,2023-02-17T06:48:36.000000Z,2023-02-17T06:49:06.000000Z,ok
small_KO.KMRS_642692254.npz,KO.KMRS,642692254,1.0,M0.5-1.0,2023-02-17T06:48:36.000000Z,2023-02-17T06:49:06.000000Z,ok
small_KO.KOZT_642870870.npz,KO.KOZT,642870870,1.0,M0.5-1.0,2023-03-04T03:19:25.000000Z,2023-03-04T03:19:55.000000Z,ok
small_KO.KMRS_642870870.npz,KO.KMRS,642870870,1.0,M0.5-1.0,2023-03-04T03:19:25.000000Z,2023-03-04T03:19:55.000000Z,ok
small_KO.KOZT_643819300.npz,KO.KOZT,643819300,1.0,M0.5-1.0,2023-07-06T17:09:22.000000Z,2023-07-06T17:09:52.000000Z,ok
small_KO.KMRS_643819300.npz,KO.KMRS,643819300,1.0,M0.5-1.0,2023-07-06T17:09:22.000000Z,2023-07-06T17:09:52.000000Z,ok
small_KO.KOZT_626762473.npz,KO.KOZT,626762473,1.0,M0.5-1.0,2023-03-26T03:17:39.600000Z,2023-03-26T03:18:09.600000Z,ok
small_KO.KMRS_626762473.npz,KO.KMRS,626762473,1.0,M0.5-1.0,2023-03-26T03:17:39.600000Z,2023-03-26T03:18:09.600000Z,ok
small_KO.KOZT_642940069.npz,KO.KOZT,642940069,1.0,M0.5-1.0,2023-05-16T01:08:21.000000Z,2023-05-16T01:08:51.000000Z,ok
small_KO.KMRS_642940069.npz,KO.KMRS,642940069,1.0,M0.5-1.0,2023-05-16T01:08:21.000000Z,2023-05-16T01:08:51.000000Z,ok
small_KO.KOZT_642732494.npz,KO.KOZT,642732494,0.9,M0.5-1.0,2023-04-20T02:54:21.000000Z,2023-04-20T02:54:51.000000Z,fail: Gap fraction 0.05 > 0.05
small_KO.KMRS_642732494.npz,KO.KMRS,642732494,0.9,M0.5-1.0,2023-04-20T02:54:21.000000Z,2023-04-20T02:54:51.000000Z,ok
small_KO.KOZT_642733639.npz,KO.KOZT,642733639,1.0,M0.5-1.0,2023-04-28T08:42:13.000000Z,2023-04-28T08:42:43.000000Z,ok
small_KO.KMRS_642733639.npz,KO.KMRS,642733639,1.0,M0.5-1.0,2023-04-28T08:42:13.000000Z,2023-04-28T08:42:43.000000Z,ok
small_KO.KOZT_643264555.npz,KO.KOZT,643264555,1.0,M0.5-1.0,2023-07-05T22:27:36.000000Z,2023-07-05T22:28:06.000000Z,ok
small_KO.KMRS_643264555.npz,KO.KMRS,643264555,1.0,M0.5-1.0,2023-07-05T22:27:36.000000Z,2023-07-05T22:28:06.000000Z,"fail: Missing channels: ['HHZ', 'HHN']"
small_KO.KOZT_626758566.npz,KO.KOZT,626758566,1.0,M0.5-1.0,2023-03-14T17:51:06.900000Z,2023-03-14T17:51:36.900000Z,ok
small_KO.KMRS_626758566.npz,KO.KMRS,626758566,1.0,M0.5-1.0,2023-03-14T17:51:06.900000Z,2023-03-14T17:51:36.900000Z,ok
small_KO.KOZT_626667629.npz,KO.KOZT,626667629,1.0,M0.5-1.0,2023-02-16T21:27:49.200000Z,2023-02-16T21:28:19.200000Z,ok
small_KO.KMRS_626667629.npz,KO.KMRS,626667629,1.0,M0.5-1.0,2023-02-16T21:27:49.200000Z,2023-02-16T21:28:19.200000Z,ok
small_KO.KOZT_643265070.npz,KO.KOZT,643265070,1.0,M0.5-1.0,2023-07-14T08:04:44.000000Z,2023-07-14T08:05:14.000000Z,ok
small_KO.KMRS_643265070.npz,KO.KMRS,643265070,1.0,M0.5-1.0,2023-07-14T08:04:44.000000Z,2023-07-14T08:05:14.000000Z,"fail: Missing channels: ['HHN', 'HHE']"
small_KO.KOZT_626757092.npz,KO.KOZT,626757092,0.8,M0.5-1.0,2023-03-10T22:10:56.800000Z,2023-03-10T22:11:26.800000Z,ok
small_KO.KMRS_626757092.npz,KO.KMRS,626757092,0.8,M0.5-1.0,2023-03-10T22:10:56.800000Z,2023-03-10T22:11:26.800000Z,ok
small_KO.KOZT_642876179.npz,KO.KOZT,642876179,1.0,M0.5-1.0,2023-03-22T11:25:46.200000Z,2023-03-22T11:26:16.200000Z,ok
small_KO.KMRS_642876179.npz,KO.KMRS,642876179,1.0,M0.5-1.0,2023-03-22T11:25:46.200000Z,2023-03-22T11:26:16.200000Z,ok
small_KO.KOZT_643177744.npz,KO.KOZT,643177744,0.7,M0.5-1.0,2023-06-02T00:28:42.000000Z,2023-06-02T00:29:12.000000Z,ok
small_KO.KMRS_643177744.npz,KO.KMRS,643177744,0.7,M0.5-1.0,2023-06-02T00:28:42.000000Z,2023-06-02T00:29:12.000000Z,ok
small_KO.KOZT_626757094.npz,KO.KOZT,626757094,0.8,M0.5-1.0,2023-03-10T22:18:28.700000Z,2023-03-10T22:18:58.700000Z,ok
small_KO.KMRS_626757094.npz,KO.KMRS,626757094,0.8,M0.5-1.0,2023-03-10T22:18:28.700000Z,2023-03-10T22:18:58.700000Z,"fail: Missing channels: ['HHN', 'HHE']"
small_KO.KOZT_642870877.npz,KO.KOZT,642870877,1.0,M0.5-1.0,2023-03-04T03:40:58.000000Z,2023-03-04T03:41:28.000000Z,ok
small_KO.KMRS_642870877.npz,KO.KMRS,642870877,1.0,M0.5-1.0,2023-03-04T03:40:58.000000Z,2023-03-04T03:41:28.000000Z,fail: Gap fraction 0.43 > 0.05
small_KO.KOZT_642732671.npz,KO.KOZT,642732671,1.0,M0.5-1.0,2023-04-21T10:49:25.000000Z,2023-04-21T10:49:55.000000Z,ok
small_KO.KMRS_642732671.npz,KO.KMRS,642732671,1.0,M0.5-1.0,2023-04-21T10:49:25.000000Z,2023-04-21T10:49:55.000000Z,ok
small_KO.KOZT_642872542.npz,KO.KOZT,642872542,1.0,M0.5-1.0,2023-03-09T04:52:29.000000Z,2023-03-09T04:52:59.000000Z,ok
small_KO.KMRS_642872542.npz,KO.KMRS,642872542,1.0,M0.5-1.0,2023-03-09T04:52:29.000000Z,2023-03-09T04:52:59.000000Z,ok
small_KO.KOZT_642732853.npz,KO.KOZT,642732853,1.0,M0.5-1.0,2023-04-22T00:47:57.000000Z,2023-04-22T00:48:27.000000Z,ok
small_KO.KMRS_642732853.npz,KO.KMRS,642732853,1.0,M0.5-1.0,2023-04-22T00:47:57.000000Z,2023-04-22T00:48:27.000000Z,ok
small_KO.KOZT_636317457.npz,KO.KOZT,636317457,1.0,M0.5-1.0,2023-06-15T01:26:07.100000Z,2023-06-15T01:26:37.100000Z,ok
small_KO.KMRS_636317457.npz,KO.KMRS,636317457,1.0,M0.5-1.0,2023-06-15T01:26:07.100000Z,2023-06-15T01:26:37.100000Z,ok
small_KO.KOZT_642732112.npz,KO.KOZT,642732112,1.0,M0.5-1.0,2023-04-17T01:49:00.000000Z,2023-04-17T01:49:30.000000Z,ok
small_KO.KMRS_642732112.npz,KO.KMRS,642732112,1.0,M0.5-1.0,2023-04-17T01:49:00.000000Z,2023-04-17T01:49:30.000000Z,ok
small_KO.KOZT_642873281.npz,KO.KOZT,642873281,1.0,M0.5-1.0,2023-03-12T00:40:13.000000Z,2023-03-12T00:40:43.000000Z,ok
small_KO.KMRS_642873281.npz,KO.KMRS,642873281,1.0,M0.5-1.0,2023-03-12T00:40:13.000000Z,2023-03-12T00:40:43.000000Z,ok
small_KO.KOZT_642874010.npz,KO.KOZT,642874010,1.0,M0.5-1.0,2023-03-14T20:47:21.000000Z,2023-03-14T20:47:51.000000Z,ok
small_KO.KMRS_642874010.npz,KO.KMRS,642874010,1.0,M0.5-1.0,2023-03-14T20:47:21.000000Z,2023-03-14T20:47:51.000000Z,ok
small_KO.KOZT_636305507.npz,KO.KOZT,636305507,1.0,M0.5-1.0,2023-04-13T21:17:13.700000Z,2023-04-13T21:17:43.700000Z,ok
small_KO.KMRS_636305507.npz,KO.KMRS,636305507,1.0,M0.5-1.0,2023-04-13T21:17:13.700000Z,2023-04-13T21:17:43.700000Z,ok
small_KO.KOZT_643177686.npz,KO.KOZT,643177686,1.0,M0.5-1.0,2023-06-02T14:57:06.000000Z,2023-06-02T14:57:36.000000Z,ok
small_KO.KMRS_643177686.npz,KO.KMRS,643177686,1.0,M0.5-1.0,2023-06-02T14:57:06.000000Z,2023-06-02T14:57:36.000000Z,ok
small_KO.KOZT_636312799.npz,KO.KOZT,636312799,0.8,M0.5-1.0,2023-05-18T00:49:24.900000Z,2023-05-18T00:49:54.900000Z,fail: Gap fraction 0.07 > 0.05
small_KO.KMRS_636312799.npz,KO.KMRS,636312799,0.8,M0.5-1.0,2023-05-18T00:49:24.900000Z,2023-05-18T00:49:54.900000Z,ok
small_KO.KOZT_643661559.npz,KO.KOZT,643661559,1.0,M0.5-1.0,2023-08-05T20:45:31.600000Z,2023-08-05T20:46:01.600000Z,ok
small_KO.KMRS_643661559.npz,KO.KMRS,643661559,1.0,M0.5-1.0,2023-08-05T20:45:31.600000Z,2023-08-05T20:46:01.600000Z,fail: Gap fraction 0.21 > 0.05
small_KO.KOZT_642731316.npz,KO.KOZT,642731316,1.0,M0.5-1.0,2023-04-12T11:06:48.000000Z,2023-04-12T11:07:18.000000Z,ok
small_KO.KMRS_642731316.npz,KO.KMRS,642731316,1.0,M0.5-1.0,2023-04-12T11:06:48.000000Z,2023-04-12T11:07:18.000000Z,ok
small_KO.KOZT_642872658.npz,KO.KOZT,642872658,1.0,M0.5-1.0,2023-03-09T23:58:44.000000Z,2023-03-09T23:59:14.000000Z,ok
small_KO.KMRS_642872658.npz,KO.KMRS,642872658,1.0,M0.5-1.0,2023-03-09T23:58:44.000000Z,2023-03-09T23:59:14.000000Z,ok
small_KO.KOZT_642873361.npz,KO.KOZT,642873361,0.9,M0.5-1.0,2023-03-12T05:14:43.000000Z,2023-03-12T05:15:13.000000Z,ok
small_KO.KMRS_642873361.npz,KO.KMRS,642873361,0.9,M0.5-1.0,2023-03-12T05:14:43.000000Z,2023-03-12T05:15:13.000000Z,fail: Gap fraction 0.13 > 0.05
small_KO.KOZT_636323114.npz,KO.KOZT,636323114,0.7,M0.5-1.0,2023-07-31T22:59:29.800000Z,2023-07-31T22:59:59.800000Z,ok
small_KO.KMRS_636323114.npz,KO.KMRS,636323114,0.7,M0.5-1.0,2023-07-31T22:59:29.800000Z,2023-07-31T22:59:59.800000Z,ok
small_KO.KOZT_642694104.npz,KO.KOZT,642694104,1.0,M0.5-1.0,2023-02-22T21:03:37.000000Z,2023-02-22T21:04:07.000000Z,ok
small_KO.KMRS_642694104.npz,KO.KMRS,642694104,1.0,M0.5-1.0,2023-02-22T21:03:37.000000Z,2023-02-22T21:04:07.000000Z,fail: Gap fraction 0.67 > 0.05
small_KO.KOZT_642872225.npz,KO.KOZT,642872225,1.0,M0.5-1.0,2023-03-07T22:14:04.000000Z,2023-03-07T22:14:34.000000Z,ok
small_KO.KMRS_642872225.npz,KO.KMRS,642872225,1.0,M0.5-1.0,2023-03-07T22:14:04.000000Z,2023-03-07T22:14:34.000000Z,ok
small_KO.KOZT_636311751.npz,KO.KOZT,636311751,0.8,M0.5-1.0,2023-05-13T01:19:02.900000Z,2023-05-13T01:19:32.900000Z,ok
small_KO.KMRS_636311751.npz,KO.KMRS,636311751,0.8,M0.5-1.0,2023-05-13T01:19:02.900000Z,2023-05-13T01:19:32.900000Z,ok
small_KO.KOZT_626668568.npz,KO.KOZT,626668568,1.0,M0.5-1.0,2023-02-18T15:52:32.600000Z,2023-02-18T15:53:02.600000Z,ok
small_KO.KMRS_626668568.npz,KO.KMRS,626668568,1.0,M0.5-1.0,2023-02-18T15:52:32.600000Z,2023-02-18T15:53:02.600000Z,ok
small_KO.KOZT_642875079.npz,KO.KOZT,642875079,1.0,M0.5-1.0,2023-03-18T16:52:12.000000Z,2023-03-18T16:52:42.000000Z,ok
