epoch,train_loss,val_loss,lr,elapsed_s
1,0.600426,0.433258,0.0001,50.3
2,0.372213,0.392634,0.0001,37.6
3,0.313355,0.378986,0.0001,40.9
4,0.268289,0.37176,0.0001,44.3
5,0.226198,0.372822,0.0001,40.5
6,0.189491,0.389605,0.0001,38.9
7,0.156338,0.405861,0.0001,38.0
8,0.128716,0.433839,0.0001,46.9
9,0.108749,0.449027,5e-05,52.6
