lat,lon,Ss_g,S1_g,soil_class,Vs30_mps,source
36.0,26.0,1.157,0.37,ZD,270,TBDY-2018 IDW
36.0,26.25,1.16,0.371,ZD,270,TBDY-2018 IDW
36.0,26.5,1.161,0.371,ZD,270,TBDY-2018 IDW
36.0,26.75,1.162,0.372,ZD,270,TBDY-2018 IDW
36.0,27.0,1.162,0.372,ZD,270,TBDY-2018 IDW
36.0,27.25,1.161,0.371,ZD,270,TBDY-2018 IDW
36.0,27.5,1.159,0.37,ZD,270,TBDY-2018 IDW
36.0,27.75,1.155,0.369,ZD,270,TBDY-2018 IDW
36.0,28.0,1.151,0.367,ZD,270,TBDY-2018 IDW
36.0,28.25,1.145,0.365,ZD,270,TBDY-2018 IDW
36.0,28.5,1.139,0.362,ZD,270,TBDY-2018 IDW
36.0,28.75,1.131,0.359,ZD,270,TBDY-2018 IDW
36.0,29.0,1.123,0.356,ZD,270,TBDY-2018 IDW
36.0,29.25,1.114,0.353,ZD,270,TBDY-2018 IDW
36.0,29.5,1.104,0.349,ZD,270,TBDY-2018 IDW
36.0,29.75,1.093,0.344,ZD,270,TBDY-2018 IDW
36.0,30.0,1.082,0.34,ZD,270,TBDY-2018 IDW
36.0,30.25,1.069,0.335,ZD,270,TBDY-2018 IDW
36.0,30.5,1.056,0.33,ZD,270,TBDY-2018 IDW
36.0,30.75,1.043,0.325,ZD,270,TBDY-2018 IDW
36.0,31.0,1.029,0.319,ZD,270,TBDY-2018 IDW
36.0,31.25,1.016,0.314,ZD,270,TBDY-2018 IDW
36.0,31.5,1.004,0.309,ZD,270,TBDY-2018 IDW
36.0,31.75,0.993,0.305,ZD,270,TBDY-2018 IDW
36.0,32.0,0.986,0.302,ZD,270,TBDY-2018 IDW
36.0,32.25,0.983,0.3,ZD,270,TBDY-2018 IDW
36.0,32.5,0.983,0.3,ZD,270,TBDY-2018 IDW
36.0,32.75,0.989,0.302,ZD,270,TBDY-2018 IDW
36.0,33.0,0.999,0.305,ZD,270,TBDY-2018 IDW
36.0,33.25,1.013,0.31,ZD,270,TBDY-2018 IDW
36.0,33.5,1.03,0.315,ZD,270,TBDY-2018 IDW
36.0,33.75,1.049,0.321,ZD,270,TBDY-2018 IDW
36.0,34.0,1.07,0.328,ZD,270,TBDY-2018 IDW
36.0,34.25,1.091,0.334,ZD,270,TBDY-2018 IDW
36.0,34.5,1.111,0.341,ZD,270,TBDY-2018 IDW
36.0,34.75,1.132,0.347,ZD,270,TBDY-2018 IDW
36.0,35.0,1.157,0.355,ZD,270,TBDY-2018 IDW
36.0,35.25,1.192,0.367,ZD,270,TBDY-2018 IDW
36.0,35.5,1.243,0.385,ZD,270,TBDY-2018 IDW
36.0,35.75,1.311,0.409,ZD,270,TBDY-2018 IDW
36.0,36.0,1.388,0.436,ZD,270,TBDY-2018 IDW
36.0,36.25,1.463,0.463,ZD,270,TBDY-2018 IDW
36.0,36.5,1.523,0.484,ZC,550,TBDY-2018 IDW
36.0,36.75,1.562,0.498,ZC,550,TBDY-2018 IDW
36.0,37.0,1.576,0.503,ZC,550,TBDY-2018 IDW
36.0,37.25,1.564,0.5,ZC,550,TBDY-2018 IDW
36.0,37.5,1.535,0.489,ZC,550,TBDY-2018 IDW
36.0,37.75,1.508,0.48,ZC,550,TBDY-2018 IDW
36.0,38.0,1.5,0.477,ZC,550,TBDY-2018 IDW
36.0,38.25,1.51,0.481,ZC,550,TBDY-2018 IDW
36.0,38.5,1.525,0.486,ZC,550,TBDY-2018 IDW
36.0,38.75,1.533,0.488,ZC,550,TBDY-2018 IDW
36.0,39.0,1.53,0.488,ZC,550,TBDY-2018 IDW
36.0,39.25,1.517,0.483,ZC,550,TBDY-2018 IDW
36.0,39.5,1.497,0.477,ZD,270,TBDY-2018 IDW
36.0,39.75,1.473,0.469,ZD,270,TBDY-2018 IDW
36.0,40.0,1.448,0.46,ZD,270,TBDY-2018 IDW
36.0,40.25,1.422,0.451,ZD,270,TBDY-2018 IDW
36.0,40.5,1.396,0.442,ZD,270,TBDY-2018 IDW
36.0,40.75,1.368,0.433,ZD,270,TBDY-2018 IDW
36.0,41.0,1.339,0.423,ZD,270,TBDY-2018 IDW
36.0,41.25,1.306,0.411,ZD,270,TBDY-2018 IDW
36.0,41.5,1.271,0.399,ZD,270,TBDY-2018 IDW
36.0,41.75,1.239,0.388,ZD,270,TBDY-2018 IDW
36.0,42.0,1.214,0.38,ZD,270,TBDY-2018 IDW
36.0,42.25,1.201,0.375,ZD,270,TBDY-2018 IDW
36.0,42.5,1.199,0.374,ZD,270,TBDY-2018 IDW
36.0,42.75,1.205,0.376,ZD,270,TBDY-2018 IDW
36.0,43.0,1.216,0.38,ZD,270,TBDY-2018 IDW
36.0,43.25,1.228,0.384,ZD,270,TBDY-2018 IDW
36.0,43.5,1.239,0.388,ZD,270,TBDY-2018 IDW
36.0,43.75,1.249,0.392,ZD,270,TBDY-2018 IDW
36.0,44.0,1.257,0.395,ZD,270,TBDY-2018 IDW
36.25,26.0,1.162,0.371,ZD,270,TBDY-2018 IDW
36.25,26.25,1.165,0.373,ZD,270,TBDY-2018 IDW
36.25,26.5,1.167,0.374,ZD,270,TBDY-2018 IDW
36.25,26.75,1.169,0.374,ZD,270,TBDY-2018 IDW
36.25,27.0,1.169,0.374,ZD,270,TBDY-2018 IDW
36.25,27.25,1.168,0.374,ZD,270,TBDY-2018 IDW
36.25,27.5,1.165,0.373,ZD,270,TBDY-2018 IDW
36.25,27.75,1.161,0.371,ZD,270,TBDY-2018 IDW
36.25,28.0,1.156,0.369,ZD,270,TBDY-2018 IDW
36.25,28.25,1.15,0.367,ZD,270,TBDY-2018 IDW
36.25,28.5,1.143,0.364,ZD,270,TBDY-2018 IDW
36.25,28.75,1.135,0.361,ZD,270,TBDY-2018 IDW
36.25,29.0,1.126,0.357,ZD,270,TBDY-2018 IDW
36.25,29.25,1.116,0.353,ZD,270,TBDY-2018 IDW
36.25,29.5,1.104,0.349,ZD,270,TBDY-2018 IDW
36.25,29.75,1.092,0.344,ZD,270,TBDY-2018 IDW
36.25,30.0,1.079,0.339,ZD,270,TBDY-2018 IDW
36.25,30.25,1.065,0.333,ZD,270,TBDY-2018 IDW
36.25,30.5,1.049,0.327,ZD,270,TBDY-2018 IDW
36.25,30.75,1.033,0.321,ZD,270,TBDY-2018 IDW
36.25,31.0,1.016,0.315,ZD,270,TBDY-2018 IDW
36.25,31.25,0.999,0.308,ZD,270,TBDY-2018 IDW
36.25,31.5,0.984,0.302,ZD,270,TBDY-2018 IDW
36.25,31.75,0.97,0.297,ZD,270,TBDY-2018 IDW
36.25,32.0,0.959,0.292,ZD,270,TBDY-2018 IDW
36.25,32.25,0.953,0.29,ZD,270,TBDY-2018 IDW
36.25,32.5,0.952,0.289,ZD,270,TBDY-2018 IDW
36.25,32.75,0.957,0.291,ZD,270,TBDY-2018 IDW
36.25,33.0,0.968,0.294,ZD,270,TBDY-2018 IDW
36.25,33.25,0.984,0.299,ZD,270,TBDY-2018 IDW
36.25,33.5,1.003,0.305,ZD,270,TBDY-2018 IDW
36.25,33.75,1.023,0.312,ZD,270,TBDY-2018 IDW
36.25,34.0,1.045,0.319,ZD,270,TBDY-2018 IDW
36.25,34.25,1.065,0.325,ZD,270,TBDY-2018 IDW
36.25,34.5,1.082,0.33,ZD,270,TBDY-2018 IDW
36.25,34.75,1.095,0.333,ZD,270,TBDY-2018 IDW
36.25,35.0,1.109,0.337,ZD,270,TBDY-2018 IDW
36.25,35.25,1.136,0.346,ZD,270,TBDY-2018 IDW
36.25,35.5,1.191,0.365,ZD,270,TBDY-2018 IDW
36.25,35.75,1.279,0.396,ZD,270,TBDY-2018 IDW
36.25,36.0,1.385,0.434,ZD,270,TBDY-2018 IDW
36.25,36.25,1.486,0.471,ZD,270,TBDY-2018 IDW
36.25,36.5,1.565,0.499,ZC,550,TBDY-2018 IDW
36.25,36.75,1.612,0.516,ZC,550,TBDY-2018 IDW
36.25,37.0,1.624,0.521,ZC,550,TBDY-2018 IDW
36.25,37.25,1.595,0.511,ZC,550,TBDY-2018 IDW
36.25,37.5,1.526,0.487,ZC,550,TBDY-2018 IDW
36.25,37.75,1.463,0.464,ZD,270,TBDY-2018 IDW
36.25,38.0,1.456,0.462,ZD,270,TBDY-2018 IDW
36.25,38.25,1.492,0.474,ZD,270,TBDY-2018 IDW
36.25,38.5,1.531,0.488,ZC,550,TBDY-2018 IDW
36.25,38.75,1.552,0.495,ZC,550,TBDY-2018 IDW
36.25,39.0,1.553,0.495,ZC,550,TBDY-2018 IDW
36.25,39.25,1.537,0.49,ZC,550,TBDY-2018 IDW
36.25,39.5,1.51,0.481,ZC,550,TBDY-2018 IDW
36.25,39.75,1.48,0.471,ZD,270,TBDY-2018 IDW
36.25,40.0,1.449,0.461,ZD,270,TBDY-2018 IDW
36.25,40.25,1.42,0.451,ZD,270,TBDY-2018 IDW
36.25,40.5,1.392,0.441,ZD,270,TBDY-2018 IDW
36.25,40.75,1.363,0.431,ZD,270,TBDY-2018 IDW
36.25,41.0,1.329,0.419,ZD,270,TBDY-2018 IDW
36.25,41.25,1.288,0.405,ZD,270,TBDY-2018 IDW
36.25,41.5,1.241,0.389,ZD,270,TBDY-2018 IDW
36.25,41.75,1.197,0.373,ZD,270,TBDY-2018 IDW
36.25,42.0,1.164,0.362,ZD,270,TBDY-2018 IDW
36.25,42.25,1.15,0.357,ZD,270,TBDY-2018 IDW
36.25,42.5,1.155,0.359,ZD,270,TBDY-2018 IDW
36.25,42.75,1.171,0.364,ZD,270,TBDY-2018 IDW
36.25,43.0,1.191,0.371,ZD,270,TBDY-2018 IDW
36.25,43.25,1.21,0.378,ZD,270,TBDY-2018 IDW
36.25,43.5,1.227,0.384,ZD,270,TBDY-2018 IDW
36.25,43.75,1.241,0.389,ZD,270,TBDY-2018 IDW
36.25,44.0,1.252,0.393,ZD,270,TBDY-2018 IDW
36.5,26.0,1.166,0.373,ZD,270,TBDY-2018 IDW
36.5,26.25,1.17,0.375,ZD,270,TBDY-2018 IDW
36.5,26.5,1.174,0.376,ZD,270,TBDY-2018 IDW
36.5,26.75,1.176,0.377,ZD,270,TBDY-2018 IDW
36.5,27.0,1.176,0.377,ZD,270,TBDY-2018 IDW
36.5,27.25,1.175,0.377,ZD,270,TBDY-2018 IDW
36.5,27.5,1.172,0.376,ZD,270,TBDY-2018 IDW
36.5,27.75,1.168,0.374,ZD,270,TBDY-2018 IDW
36.5,28.0,1.162,0.372,ZD,270,TBDY-2018 IDW
36.5,28.25,1.156,0.369,ZD,270,TBDY-2018 IDW
36.5,28.5,1.148,0.366,ZD,270,TBDY-2018 IDW
36.5,28.75,1.139,0.362,ZD,270,TBDY-2018 IDW
36.5,29.0,1.129,0.359,ZD,270,TBDY-2018 IDW
36.5,29.25,1.118,0.354,ZD,270,TBDY-2018 IDW
36.5,29.5,1.105,0.349,ZD,270,TBDY-2018 IDW
36.5,29.75,1.092,0.344,ZD,270,TBDY-2018 IDW
36.5,30.0,1.077,0.338,ZD,270,TBDY-2018 IDW
36.5,30.25,1.06,0.332,ZD,270,TBDY-2018 IDW
36.5,30.5,1.042,0.325,ZD,270,TBDY-2018 IDW
36.5,30.75,1.023,0.318,ZD,270,TBDY-2018 IDW
36.5,31.0,1.003,0.31,ZD,270,TBDY-2018 IDW
36.5,31.25,0.982,0.302,ZD,270,TBDY-2018 IDW
36.5,31.5,0.961,0.294,ZD,270,TBDY-2018 IDW
36.5,31.75,0.942,0.287,ZD,270,TBDY-2018 IDW
36.5,32.0,0.927,0.281,ZD,270,TBDY-2018 IDW
36.5,32.25,0.917,0.277,ZD,270,TBDY-2018 IDW
36.5,32.5,0.915,0.276,ZD,270,TBDY-2018 IDW
36.5,32.75,0.921,0.278,ZD,270,TBDY-2018 IDW
36.5,33.0,0.933,0.282,ZD,270,TBDY-2018 IDW
36.5,33.25,0.951,0.288,ZD,270,TBDY-2018 IDW
36.5,33.5,0.972,0.295,ZD,270,TBDY-2018 IDW
36.5,33.75,0.995,0.302,ZD,270,TBDY-2018 IDW
36.5,34.0,1.017,0.309,ZD,270,TBDY-2018 IDW
36.5,34.25,1.037,0.315,ZD,270,TBDY-2018 IDW
36.5,34.5,1.049,0.318,ZD,270,TBDY-2018 IDW
36.5,34.75,1.05,0.316,ZD,270,TBDY-2018 IDW
36.5,35.0,1.041,0.312,ZD,270,TBDY-2018 IDW
36.5,35.25,1.045,0.312,ZD,270,TBDY-2018 IDW
36.5,35.5,1.1,0.331,ZD,270,TBDY-2018 IDW
36.5,35.75,1.22,0.375,ZD,270,TBDY-2018 IDW
36.5,36.0,1.372,0.429,ZD,270,TBDY-2018 IDW
36.5,36.25,1.513,0.479,ZC,550,TBDY-2018 IDW
36.5,36.5,1.615,0.516,ZC,550,TBDY-2018 IDW
36.5,36.75,1.667,0.536,ZC,550,TBDY-2018 IDW
36.5,37.0,1.678,0.541,ZC,550,TBDY-2018 IDW
36.5,37.25,1.641,0.528,ZC,550,TBDY-2018 IDW
36.5,37.5,1.483,0.472,ZD,270,TBDY-2018 IDW
36.5,37.75,1.325,0.417,ZD,270,TBDY-2018 IDW
36.5,38.0,1.346,0.424,ZD,270,TBDY-2018 IDW
36.5,38.25,1.458,0.462,ZD,270,TBDY-2018 IDW
36.5,38.5,1.545,0.492,ZC,550,TBDY-2018 IDW
36.5,38.75,1.583,0.506,ZC,550,TBDY-2018 IDW
36.5,39.0,1.583,0.506,ZC,550,TBDY-2018 IDW
36.5,39.25,1.56,0.498,ZC,550,TBDY-2018 IDW
36.5,39.5,1.523,0.486,ZC,550,TBDY-2018 IDW
36.5,39.75,1.483,0.472,ZD,270,TBDY-2018 IDW
36.5,40.0,1.445,0.459,ZD,270,TBDY-2018 IDW
36.5,40.25,1.413,0.449,ZD,270,TBDY-2018 IDW
36.5,40.5,1.386,0.439,ZD,270,TBDY-2018 IDW
36.5,40.75,1.357,0.429,ZD,270,TBDY-2018 IDW
36.5,41.0,1.32,0.417,ZD,270,TBDY-2018 IDW
36.5,41.25,1.27,0.399,ZD,270,TBDY-2018 IDW
36.5,41.5,1.206,0.377,ZD,270,TBDY-2018 IDW
36.5,41.75,1.14,0.354,ZD,270,TBDY-2018 IDW
36.5,42.0,1.095,0.338,ZD,270,TBDY-2018 IDW
36.5,42.25,1.083,0.334,ZD,270,TBDY-2018 IDW
36.5,42.5,1.1,0.34,ZD,270,TBDY-2018 IDW
36.5,42.75,1.131,0.351,ZD,270,TBDY-2018 IDW
36.5,43.0,1.164,0.362,ZD,270,TBDY-2018 IDW
36.5,43.25,1.193,0.372,ZD,270,TBDY-2018 IDW
36.5,43.5,1.216,0.38,ZD,270,TBDY-2018 IDW
36.5,43.75,1.234,0.386,ZD,270,TBDY-2018 IDW
36.5,44.0,1.247,0.391,ZD,270,TBDY-2018 IDW
36.75,26.0,1.171,0.375,ZD,270,TBDY-2018 IDW
36.75,26.25,1.176,0.377,ZD,270,TBDY-2018 IDW
36.75,26.5,1.18,0.379,ZD,270,TBDY-2018 IDW
36.75,26.75,1.183,0.38,ZD,270,TBDY-2018 IDW
36.75,27.0,1.184,0.381,ZD,270,TBDY-2018 IDW
36.75,27.25,1.183,0.38,ZD,270,TBDY-2018 IDW
36.75,27.5,1.18,0.379,ZD,270,TBDY-2018 IDW
36.75,27.75,1.175,0.377,ZD,270,TBDY-2018 IDW
36.75,28.0,1.168,0.374,ZD,270,TBDY-2018 IDW
36.75,28.25,1.161,0.371,ZD,270,TBDY-2018 IDW
36.75,28.5,1.152,0.368,ZD,270,TBDY-2018 IDW
36.75,28.75,1.143,0.364,ZD,270,TBDY-2018 IDW
36.75,29.0,1.132,0.36,ZD,270,TBDY-2018 IDW
36.75,29.25,1.12,0.355,ZD,270,TBDY-2018 IDW
36.75,29.5,1.106,0.35,ZD,270,TBDY-2018 IDW
36.75,29.75,1.091,0.344,ZD,270,TBDY-2018 IDW
36.75,30.0,1.075,0.338,ZD,270,TBDY-2018 IDW
36.75,30.25,1.056,0.331,ZD,270,TBDY-2018 IDW
36.75,30.5,1.036,0.323,ZD,270,TBDY-2018 IDW
36.75,30.75,1.014,0.314,ZD,270,TBDY-2018 IDW
36.75,31.0,0.989,0.305,ZD,270,TBDY-2018 IDW
36.75,31.25,0.963,0.295,ZD,270,TBDY-2018 IDW
36.75,31.5,0.937,0.285,ZD,270,TBDY-2018 IDW
36.75,31.75,0.911,0.276,ZD,270,TBDY-2018 IDW
36.75,32.0,0.89,0.268,ZD,270,TBDY-2018 IDW
36.75,32.25,0.876,0.262,ZD,270,TBDY-2018 IDW
36.75,32.5,0.871,0.26,ZD,270,TBDY-2018 IDW
36.75,32.75,0.878,0.262,ZD,270,TBDY-2018 IDW
36.75,33.0,0.893,0.268,ZD,270,TBDY-2018 IDW
36.75,33.25,0.914,0.275,ZD,270,TBDY-2018 IDW
36.75,33.5,0.939,0.283,ZD,270,TBDY-2018 IDW
36.75,33.75,0.964,0.291,ZD,270,TBDY-2018 IDW
36.75,34.0,0.988,0.299,ZD,270,TBDY-2018 IDW
36.75,34.25,1.008,0.305,ZD,270,TBDY-2018 IDW
36.75,34.5,1.017,0.306,ZD,270,TBDY-2018 IDW
36.75,34.75,1.004,0.299,ZD,270,TBDY-2018 IDW
36.75,35.0,0.962,0.282,ZD,270,TBDY-2018 IDW
36.75,35.25,0.918,0.264,ZD,270,TBDY-2018 IDW
36.75,35.5,0.965,0.281,ZD,270,TBDY-2018 IDW
36.75,35.75,1.138,0.344,ZD,270,TBDY-2018 IDW
36.75,36.0,1.357,0.423,ZD,270,TBDY-2018 IDW
36.75,36.25,1.549,0.491,ZC,550,TBDY-2018 IDW
36.75,36.5,1.679,0.538,ZC,550,TBDY-2018 IDW
36.75,36.75,1.722,0.555,ZC,550,TBDY-2018 IDW
36.75,37.0,1.702,0.55,ZC,550,TBDY-2018 IDW
36.75,37.25,1.68,0.542,ZC,550,TBDY-2018 IDW
36.75,37.5,1.383,0.437,ZD,270,TBDY-2018 IDW
36.75,37.75,1.021,0.312,ZD,270,TBDY-2018 IDW
36.75,38.0,1.175,0.365,ZD,270,TBDY-2018 IDW
36.75,38.25,1.444,0.457,ZD,270,TBDY-2018 IDW
36.75,38.5,1.59,0.508,ZC,550,TBDY-2018 IDW
36.75,38.75,1.637,0.524,ZC,550,TBDY-2018 IDW
36.75,39.0,1.627,0.521,ZC,550,TBDY-2018 IDW
36.75,39.25,1.587,0.507,ZC,550,TBDY-2018 IDW
36.75,39.5,1.533,0.489,ZC,550,TBDY-2018 IDW
36.75,39.75,1.478,0.47,ZD,270,TBDY-2018 IDW
36.75,40.0,1.431,0.454,ZD,270,TBDY-2018 IDW
36.75,40.25,1.397,0.443,ZD,270,TBDY-2018 IDW
36.75,40.5,1.375,0.436,ZD,270,TBDY-2018 IDW
36.75,40.75,1.353,0.428,ZD,270,TBDY-2018 IDW
36.75,41.0,1.318,0.416,ZD,270,TBDY-2018 IDW
36.75,41.25,1.257,0.395,ZD,270,TBDY-2018 IDW
36.75,41.5,1.17,0.364,ZD,270,TBDY-2018 IDW
36.75,41.75,1.073,0.331,ZD,270,TBDY-2018 IDW
36.75,42.0,1.008,0.308,ZD,270,TBDY-2018 IDW
36.75,42.25,1.002,0.306,ZD,270,TBDY-2018 IDW
36.75,42.5,1.041,0.319,ZD,270,TBDY-2018 IDW
36.75,42.75,1.093,0.337,ZD,270,TBDY-2018 IDW
36.75,43.0,1.141,0.354,ZD,270,TBDY-2018 IDW
36.75,43.25,1.179,0.367,ZD,270,TBDY-2018 IDW
36.75,43.5,1.208,0.377,ZD,270,TBDY-2018 IDW
36.75,43.75,1.229,0.385,ZD,270,TBDY-2018 IDW
36.75,44.0,1.245,0.39,ZD,270,TBDY-2018 IDW
37.0,26.0,1.176,0.377,ZD,270,TBDY-2018 IDW
37.0,26.25,1.182,0.38,ZD,270,TBDY-2018 IDW
37.0,26.5,1.188,0.382,ZD,270,TBDY-2018 IDW
37.0,26.75,1.191,0.383,ZD,270,TBDY-2018 IDW
37.0,27.0,1.193,0.384,ZD,270,TBDY-2018 IDW
37.0,27.25,1.191,0.384,ZD,270,TBDY-2018 IDW
37.0,27.5,1.187,0.382,ZD,270,TBDY-2018 IDW
37.0,27.75,1.181,0.379,ZD,270,TBDY-2018 IDW
37.0,28.0,1.174,0.376,ZD,270,TBDY-2018 IDW
37.0,28.25,1.166,0.373,ZD,270,TBDY-2018 IDW
37.0,28.5,1.157,0.37,ZD,270,TBDY-2018 IDW
37.0,28.75,1.147,0.366,ZD,270,TBDY-2018 IDW
37.0,29.0,1.135,0.361,ZD,270,TBDY-2018 IDW
37.0,29.25,1.122,0.356,ZD,270,TBDY-2018 IDW
37.0,29.5,1.108,0.351,ZD,270,TBDY-2018 IDW
37.0,29.75,1.092,0.344,ZD,270,TBDY-2018 IDW
37.0,30.0,1.074,0.338,ZD,270,TBDY-2018 IDW
37.0,30.25,1.053,0.33,ZD,270,TBDY-2018 IDW
37.0,30.5,1.031,0.321,ZD,270,TBDY-2018 IDW
37.0,30.75,1.005,0.311,ZD,270,TBDY-2018 IDW
37.0,31.0,0.976,0.301,ZD,270,TBDY-2018 IDW
37.0,31.25,0.945,0.289,ZD,270,TBDY-2018 IDW
37.0,31.5,0.911,0.276,ZD,270,TBDY-2018 IDW
37.0,31.75,0.877,0.264,ZD,270,TBDY-2018 IDW
37.0,32.0,0.848,0.252,ZD,270,TBDY-2018 IDW
37.0,32.25,0.827,0.245,ZD,270,TBDY-2018 IDW
37.0,32.5,0.82,0.242,ZD,270,TBDY-2018 IDW
37.0,32.75,0.828,0.245,ZD,270,TBDY-2018 IDW
37.0,33.0,0.848,0.252,ZD,270,TBDY-2018 IDW
37.0,33.25,0.875,0.261,ZD,270,TBDY-2018 IDW
37.0,33.5,0.902,0.27,ZD,270,TBDY-2018 IDW
37.0,33.75,0.929,0.279,ZD,270,TBDY-2018 IDW
37.0,34.0,0.955,0.287,ZD,270,TBDY-2018 IDW
37.0,34.25,0.978,0.294,ZD,270,TBDY-2018 IDW
37.0,34.5,0.99,0.297,ZD,270,TBDY-2018 IDW
37.0,34.75,0.974,0.288,ZD,270,TBDY-2018 IDW
37.0,35.0,0.908,0.261,ZD,270,TBDY-2018 IDW
37.0,35.25,0.817,0.226,ZD,270,TBDY-2018 IDW
37.0,35.5,0.852,0.239,ZD,270,TBDY-2018 IDW
37.0,35.75,1.079,0.322,ZD,270,TBDY-2018 IDW
37.0,36.0,1.36,0.423,ZD,270,TBDY-2018 IDW
37.0,36.25,1.607,0.511,ZC,550,TBDY-2018 IDW
37.0,36.5,1.788,0.575,ZC,550,TBDY-2018 IDW
37.0,36.75,1.859,0.6,ZC,550,TBDY-2018 IDW
37.0,37.0,1.807,0.584,ZC,550,TBDY-2018 IDW
37.0,37.25,1.731,0.558,ZC,550,TBDY-2018 IDW
37.0,37.5,1.428,0.452,ZD,270,TBDY-2018 IDW
37.0,37.75,1.004,0.306,ZD,270,TBDY-2018 IDW
37.0,38.0,1.23,0.383,ZD,270,TBDY-2018 IDW
37.0,38.25,1.563,0.498,ZC,550,TBDY-2018 IDW
37.0,38.5,1.707,0.548,ZC,550,TBDY-2018 IDW
37.0,38.75,1.727,0.555,ZC,550,TBDY-2018 IDW
37.0,39.0,1.686,0.541,ZC,550,TBDY-2018 IDW
37.0,39.25,1.617,0.518,ZC,550,TBDY-2018 IDW
37.0,39.5,1.537,0.491,ZC,550,TBDY-2018 IDW
37.0,39.75,1.459,0.464,ZD,270,TBDY-2018 IDW
37.0,40.0,1.398,0.443,ZD,270,TBDY-2018 IDW
37.0,40.25,1.364,0.432,ZD,270,TBDY-2018 IDW
37.0,40.5,1.357,0.43,ZD,270,TBDY-2018 IDW
37.0,40.75,1.353,0.429,ZD,270,TBDY-2018 IDW
37.0,41.0,1.327,0.42,ZD,270,TBDY-2018 IDW
37.0,41.25,1.262,0.397,ZD,270,TBDY-2018 IDW
37.0,41.5,1.15,0.358,ZD,270,TBDY-2018 IDW
37.0,41.75,1.016,0.311,ZD,270,TBDY-2018 IDW
37.0,42.0,0.928,0.28,ZD,270,TBDY-2018 IDW
37.0,42.25,0.933,0.281,ZD,270,TBDY-2018 IDW
37.0,42.5,0.996,0.303,ZD,270,TBDY-2018 IDW
37.0,42.75,1.068,0.329,ZD,270,TBDY-2018 IDW
37.0,43.0,1.128,0.35,ZD,270,TBDY-2018 IDW
37.0,43.25,1.173,0.365,ZD,270,TBDY-2018 IDW
37.0,43.5,1.206,0.377,ZD,270,TBDY-2018 IDW
37.0,43.75,1.229,0.385,ZD,270,TBDY-2018 IDW
37.0,44.0,1.245,0.39,ZD,270,TBDY-2018 IDW
37.25,26.0,1.181,0.379,ZD,270,TBDY-2018 IDW
37.25,26.25,1.188,0.382,ZD,270,TBDY-2018 IDW
37.25,26.5,1.195,0.385,ZD,270,TBDY-2018 IDW
37.25,26.75,1.199,0.387,ZD,270,TBDY-2018 IDW
37.25,27.0,1.2,0.388,ZD,270,TBDY-2018 IDW
37.25,27.25,1.199,0.387,ZD,270,TBDY-2018 IDW
37.25,27.5,1.194,0.385,ZD,270,TBDY-2018 IDW
37.25,27.75,1.185,0.381,ZD,270,TBDY-2018 IDW
37.25,28.0,1.177,0.378,ZD,270,TBDY-2018 IDW
37.25,28.25,1.169,0.375,ZD,270,TBDY-2018 IDW
37.25,28.5,1.161,0.371,ZD,270,TBDY-2018 IDW
37.25,28.75,1.15,0.367,ZD,270,TBDY-2018 IDW
37.25,29.0,1.138,0.363,ZD,270,TBDY-2018 IDW
37.25,29.25,1.124,0.357,ZD,270,TBDY-2018 IDW
37.25,29.5,1.109,0.351,ZD,270,TBDY-2018 IDW
37.25,29.75,1.092,0.345,ZD,270,TBDY-2018 IDW
37.25,30.0,1.073,0.338,ZD,270,TBDY-2018 IDW
37.25,30.25,1.051,0.329,ZD,270,TBDY-2018 IDW
37.25,30.5,1.027,0.32,ZD,270,TBDY-2018 IDW
37.25,30.75,0.998,0.309,ZD,270,TBDY-2018 IDW
37.25,31.0,0.965,0.297,ZD,270,TBDY-2018 IDW
37.25,31.25,0.927,0.283,ZD,270,TBDY-2018 IDW
37.25,31.5,0.886,0.267,ZD,270,TBDY-2018 IDW
37.25,31.75,0.843,0.251,ZD,270,TBDY-2018 IDW
37.25,32.0,0.803,0.236,ZD,270,TBDY-2018 IDW
37.25,32.25,0.774,0.225,ZD,270,TBDY-2018 IDW
37.25,32.5,0.763,0.222,ZD,270,TBDY-2018 IDW
37.25,32.75,0.774,0.225,ZD,270,TBDY-2018 IDW
37.25,33.0,0.801,0.235,ZD,270,TBDY-2018 IDW
37.25,33.25,0.834,0.247,ZD,270,TBDY-2018 IDW
37.25,33.5,0.864,0.257,ZD,270,TBDY-2018 IDW
37.25,33.75,0.89,0.266,ZD,270,TBDY-2018 IDW
37.25,34.0,0.915,0.274,ZD,270,TBDY-2018 IDW
37.25,34.25,0.943,0.283,ZD,270,TBDY-2018 IDW
37.25,34.5,0.966,0.289,ZD,270,TBDY-2018 IDW
37.25,34.75,0.968,0.287,ZD,270,TBDY-2018 IDW
37.25,35.0,0.925,0.268,ZD,270,TBDY-2018 IDW
37.25,35.25,0.86,0.243,ZD,270,TBDY-2018 IDW
37.25,35.5,0.904,0.259,ZD,270,TBDY-2018 IDW
37.25,35.75,1.12,0.337,ZD,270,TBDY-2018 IDW
37.25,36.0,1.404,0.439,ZD,270,TBDY-2018 IDW
37.25,36.25,1.691,0.54,ZC,550,TBDY-2018 IDW
37.25,36.5,1.967,0.635,ZC,550,TBDY-2018 IDW
37.25,36.75,2.2,0.716,ZC,550,TBDY-2018 IDW
37.25,37.0,2.229,0.726,ZC,550,TBDY-2018 IDW
