lat,lon,Ss_g,S1_g,soil_class,Vs30_mps,source
41.75,39.75,0.954,0.286,ZD,270,TBDY-2018 IDW
41.75,40.0,0.881,0.259,ZD,270,TBDY-2018 IDW
41.75,40.25,0.795,0.228,ZD,270,TBDY-2018 IDW
41.75,40.5,0.75,0.212,ZD,270,TBDY-2018 IDW
41.75,40.75,0.782,0.223,ZD,270,TBDY-2018 IDW
41.75,41.0,0.87,0.254,ZD,270,TBDY-2018 IDW
41.75,41.25,0.97,0.29,ZD,270,TBDY-2018 IDW
41.75,41.5,1.056,0.321,ZD,270,TBDY-2018 IDW
41.75,41.75,1.122,0.344,ZD,270,TBDY-2018 IDW
41.75,42.0,1.168,0.361,ZD,270,TBDY-2018 IDW
41.75,42.25,1.201,0.373,ZD,270,TBDY-2018 IDW
41.75,42.5,1.222,0.381,ZD,270,TBDY-2018 IDW
41.75,42.75,1.237,0.386,ZD,270,TBDY-2018 IDW
41.75,43.0,1.246,0.389,ZD,270,TBDY-2018 IDW
41.75,43.25,1.252,0.392,ZD,270,TBDY-2018 IDW
41.75,43.5,1.256,0.393,ZD,270,TBDY-2018 IDW
41.75,43.75,1.257,0.394,ZD,270,TBDY-2018 IDW
41.75,44.0,1.258,0.394,ZD,270,TBDY-2018 IDW
42.0,26.0,0.744,0.229,ZD,220,TBDY-2018 IDW
42.0,26.25,0.657,0.2,ZD,220,TBDY-2018 IDW
42.0,26.5,0.596,0.179,ZD,220,TBDY-2018 IDW
42.0,26.75,0.64,0.194,ZD,220,TBDY-2018 IDW
42.0,27.0,0.761,0.235,ZD,270,TBDY-2018 IDW
42.0,27.25,0.874,0.273,ZD,270,TBDY-2018 IDW
42.0,27.5,0.952,0.299,ZD,270,TBDY-2018 IDW
42.0,27.75,1.003,0.316,ZD,270,TBDY-2018 IDW
42.0,28.0,1.042,0.33,ZD,270,TBDY-2018 IDW
42.0,28.25,1.083,0.344,ZD,270,TBDY-2018 IDW
42.0,28.5,1.126,0.359,ZD,270,TBDY-2018 IDW
42.0,28.75,1.163,0.372,ZD,270,TBDY-2018 IDW
42.0,29.0,1.186,0.38,ZD,270,TBDY-2018 IDW
42.0,29.25,1.192,0.382,ZD,270,TBDY-2018 IDW
42.0,29.5,1.184,0.379,ZD,270,TBDY-2018 IDW
42.0,29.75,1.162,0.371,ZD,270,TBDY-2018 IDW
42.0,30.0,1.131,0.36,ZD,270,TBDY-2018 IDW
42.0,30.25,1.09,0.346,ZD,270,TBDY-2018 IDW
42.0,30.5,1.043,0.329,ZD,270,TBDY-2018 IDW
42.0,30.75,0.997,0.313,ZD,270,TBDY-2018 IDW
42.0,31.0,0.961,0.3,ZD,270,TBDY-2018 IDW
42.0,31.25,0.941,0.293,ZD,270,TBDY-2018 IDW
42.0,31.5,0.936,0.291,ZD,270,TBDY-2018 IDW
42.0,31.75,0.938,0.291,ZD,270,TBDY-2018 IDW
42.0,32.0,0.942,0.292,ZD,270,TBDY-2018 IDW
42.0,32.25,0.943,0.292,ZD,270,TBDY-2018 IDW
42.0,32.5,0.942,0.291,ZD,270,TBDY-2018 IDW
42.0,32.75,0.939,0.289,ZD,270,TBDY-2018 IDW
42.0,33.0,0.935,0.287,ZD,270,TBDY-2018 IDW
42.0,33.25,0.929,0.285,ZD,270,TBDY-2018 IDW
42.0,33.5,0.921,0.282,ZD,270,TBDY-2018 IDW
42.0,33.75,0.912,0.278,ZD,270,TBDY-2018 IDW
42.0,34.0,0.9,0.274,ZD,270,TBDY-2018 IDW
42.0,34.25,0.887,0.269,ZD,270,TBDY-2018 IDW
42.0,34.5,0.872,0.264,ZD,270,TBDY-2018 IDW
42.0,34.75,0.857,0.259,ZD,270,TBDY-2018 IDW
42.0,35.0,0.839,0.253,ZD,270,TBDY-2018 IDW
42.0,35.25,0.818,0.246,ZD,270,TBDY-2018 IDW
42.0,35.5,0.79,0.237,ZD,270,TBDY-2018 IDW
42.0,35.75,0.756,0.225,ZD,270,TBDY-2018 IDW
42.0,36.0,0.72,0.214,ZD,220,TBDY-2018 IDW
42.0,36.25,0.7,0.207,ZD,220,TBDY-2018 IDW
42.0,36.5,0.712,0.211,ZD,220,TBDY-2018 IDW
42.0,36.75,0.751,0.224,ZD,270,TBDY-2018 IDW
42.0,37.0,0.8,0.239,ZD,270,TBDY-2018 IDW
42.0,37.25,0.841,0.253,ZD,270,TBDY-2018 IDW
42.0,37.5,0.87,0.262,ZD,270,TBDY-2018 IDW
42.0,37.75,0.886,0.267,ZD,270,TBDY-2018 IDW
42.0,38.0,0.893,0.269,ZD,270,TBDY-2018 IDW
42.0,38.25,0.899,0.27,ZD,270,TBDY-2018 IDW
42.0,38.5,0.914,0.275,ZD,270,TBDY-2018 IDW
42.0,38.75,0.939,0.284,ZD,270,TBDY-2018 IDW
42.0,39.0,0.968,0.293,ZD,270,TBDY-2018 IDW
42.0,39.25,0.99,0.3,ZD,270,TBDY-2018 IDW
42.0,39.5,0.994,0.301,ZD,270,TBDY-2018 IDW
42.0,39.75,0.974,0.293,ZD,270,TBDY-2018 IDW
42.0,40.0,0.934,0.278,ZD,270,TBDY-2018 IDW
42.0,40.25,0.89,0.262,ZD,270,TBDY-2018 IDW
42.0,40.5,0.868,0.254,ZD,270,TBDY-2018 IDW
42.0,40.75,0.886,0.26,ZD,270,TBDY-2018 IDW
42.0,41.0,0.936,0.278,ZD,270,TBDY-2018 IDW
42.0,41.25,1.001,0.301,ZD,270,TBDY-2018 IDW
42.0,41.5,1.063,0.324,ZD,270,TBDY-2018 IDW
42.0,41.75,1.114,0.342,ZD,270,TBDY-2018 IDW
42.0,42.0,1.154,0.356,ZD,270,TBDY-2018 IDW
42.0,42.25,1.184,0.367,ZD,270,TBDY-2018 IDW
42.0,42.5,1.206,0.375,ZD,270,TBDY-2018 IDW
42.0,42.75,1.221,0.381,ZD,270,TBDY-2018 IDW
42.0,43.0,1.232,0.384,ZD,270,TBDY-2018 IDW
42.0,43.25,1.239,0.387,ZD,270,TBDY-2018 IDW
42.0,43.5,1.244,0.389,ZD,270,TBDY-2018 IDW
42.0,43.75,1.248,0.39,ZD,270,TBDY-2018 IDW
42.0,44.0,1.25,0.391,ZD,270,TBDY-2018 IDW
