event_id,station,magnitude,file,status
quakeml:eu.emsc/event/20230308_0000251,KO.KMRS,2.1,ev_KO_KMRS_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.CEYT,2.1,ev_KO_CEYT_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.KOZT,2.1,ev_KO_KOZT_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.SARI,2.1,ev_KO_SARI_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.URFA,2.1,ev_KO_URFA_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.DARE,2.1,ev_KO_DARE_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.KARA,2.1,ev_KO_KARA_.emsc_event_20230308_0000251.mseed,fail
quakeml:eu.emsc/event/20230308_0000251,KO.TAHT,2.1,ev_KO_TAHT_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.BNN,2.1,ev_KO_BNN_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.SVRC,2.1,ev_KO_SVRC_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.GAZ,2.2,ev_KO_GAZ_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000251,KO.MERS,2.1,ev_KO_MERS_.emsc_event_20230308_0000251.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.KMRS,2.2,ev_KO_KMRS_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.KOZT,2.2,ev_KO_KOZT_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.CEYT,2.2,ev_KO_CEYT_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.SARI,2.2,ev_KO_SARI_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.TAHT,2.2,ev_KO_TAHT_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.URFA,2.2,ev_KO_URFA_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.DARE,2.2,ev_KO_DARE_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.BNN,2.2,ev_KO_BNN_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000252,KO.KARA,2.2,ev_KO_KARA_.emsc_event_20230308_0000252.mseed,fail
quakeml:eu.emsc/event/20230308_0000252,KO.SVRC,2.2,ev_KO_SVRC_.emsc_event_20230308_0000252.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.GAZ,2.5,ev_KO_GAZ_.emsc_event_20230308_0000250.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.KMRS,2.5,ev_KO_KMRS_.emsc_event_20230308_0000250.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.KOZT,2.5,ev_KO_KOZT_.emsc_event_20230308_0000250.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.CEYT,2.5,ev_KO_CEYT_.emsc_event_20230308_0000250.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.TAHT,2.5,ev_KO_TAHT_.emsc_event_20230308_0000250.mseed,ok
quakeml:eu.emsc/event/20230308_0000250,KO.SARI,2.5,ev_KO_SARI_.emsc_event_20230308_0000250.mseed,ok
